location,crop_type,growth_stage,soil_moisture_pct,ndvi,canopy_cover_pct,weed_density_plants_per_m2,recommended_action,herbicide,dosage_ml_per_ha,manual_removal_required,image_path,day_of_year,month,week_of_year,season,day_sin,day_cos,month_sin,month_cos,competition_index,weed_favorability,crop_competition_strength,soil_moisture_pct_x_ndvi,soil_moisture_pct_x_canopy_cover_pct,soil_moisture_pct_x_weed_density_plants_per_m2,soil_moisture_pct_x_dosage_ml_per_ha,soil_moisture_pct_x_day_of_year,soil_moisture_pct_x_month,soil_moisture_pct_x_week_of_year,soil_moisture_pct_x_day_sin,soil_moisture_pct_x_day_cos,soil_moisture_pct_x_month_sin,soil_moisture_pct_x_month_cos,soil_moisture_pct_x_competition_index,soil_moisture_pct_x_weed_favorability,soil_moisture_pct_x_crop_competition_strength,ndvi_x_canopy_cover_pct,ndvi_x_weed_density_plants_per_m2,ndvi_x_dosage_ml_per_ha,ndvi_x_day_of_year,ndvi_x_month,ndvi_x_week_of_year,soil_moisture_pct_squared,soil_moisture_pct_sqrt,ndvi_squared,ndvi_sqrt,canopy_cover_pct_squared,canopy_cover_pct_sqrt,weed_density_plants_per_m2_squared,weed_density_plants_per_m2_sqrt,dosage_ml_per_ha_squared,dosage_ml_per_ha_sqrt,dominant_weed_species
14,3,3,44.6,0.211,18.8,79.9,0,3,400.0,2,12,331.0,11.0,48.0,0,-0.5524353131676203,0.8335557718385695,-0.5000000000000004,0.8660254037844384,4.0353535353535355,36.2152,0.4,9.4106,838.48,3563.5400000000004,17840.0,14762.6,490.6,2140.8,-24.638614967275867,37.1765874240002,-22.300000000000022,38.62473300878595,179.97676767676768,1615.1979200000003,17.84,3.9668,16.858900000000002,84.39999999999999,69.841,2.3209999999999997,10.128,1989.16,6.6783231428256,0.044521,0.4593473631142341,353.44000000000005,4.33589667773576,6384.010000000001,8.938679992034618,160000.0,20.0,Amaranthus
16,4,0,21.5,0.613,57.8,69.5,0,3,200.0,2,23,88.0,3.0,13.0,1,0.9984354211555643,0.055916990100603484,1.0,6.123233995736766e-17,1.1819727891156464,9.073,0.6,13.179499999999999,1242.7,1494.25,4300.0,1892.0,64.5,279.5,21.46636155484463,1.202215287162975,21.5,1.3164953090834046e-15,25.412414965986397,195.0695,12.9,35.4314,42.6035,122.6,53.944,1.839,7.968999999999999,462.25,4.636809247747852,0.37576899999999996,0.7829431652425354,3340.8399999999997,7.602631123499285,4830.25,8.336666000266533,40000.0,14.142135623730951,Cyperus
21,0,2,19.9,0.246,50.5,27.2,0,4,400.0,2,34,100.0,4.0,15.0,1,0.9886775902323405,-0.1500553983446526,0.8660254037844387,-0.4999999999999998,0.5281553398058252,9.8505,0.6,4.8953999999999995,1004.9499999999999,541.28,7959.999999999999,1989.9999999999998,79.6,298.5,19.674684045623575,-2.9861024270585865,17.233905535310328,-9.949999999999996,10.51029126213592,196.02495,11.94,12.423,6.691199999999999,98.4,24.6,0.984,3.69,396.00999999999993,4.460941604639093,0.060516,0.49598387070548977,2550.25,7.106335201775948,739.8399999999999,5.215361924162119,160000.0,20.0,Digitaria
9,5,3,36.1,0.377,60.0,59.0,0,4,400.0,1,45,360.0,12.0,52.0,3,-0.0859647987374467,0.9962981749346077,-2.4492935982947064e-16,1.0,0.9672131147540983,14.44,0.8,13.6097,2166.0,2129.9,14440.0,12996.0,433.20000000000005,1877.2,-3.103329234421826,35.96636411513934,-8.84194988984389e-15,36.1,34.91639344262295,521.284,28.880000000000003,22.62,22.243,150.8,135.72,4.524,19.604,1303.21,6.008327554319921,0.142129,0.6140032573203501,3600.0,7.745966692414834,3481.0,7.681145747868608,160000.0,20.0,Cyperus
22,5,0,18.6,0.817,6.6,36.1,0,0,300.0,1,56,152.0,5.0,22.0,1,0.5012418134457758,-0.865307254363206,0.49999999999999994,-0.8660254037844387,4.75,17.372400000000003,0.8,15.196200000000001,122.76,671.46,5580.0,2827.2000000000003,93.0,409.20000000000005,9.32309773009143,-16.094714931155632,9.299999999999999,-16.10807251039056,88.35000000000001,323.12664000000007,14.880000000000003,5.392199999999999,29.4937,245.1,124.184,4.085,17.974,345.96000000000004,4.312771730569565,0.6674889999999999,0.9038805230781334,43.559999999999995,2.569046515733026,1303.21,6.008327554319921,90000.0,17.320508075688775,Amaranthus
10,1,3,42.2,0.479,83.5,9.2,2,2,50.0,0,67,131.0,5.0,19.0,1,0.7748840413670407,-0.6321034111873487,0.49999999999999994,-0.8660254037844387,0.10887573964497041,6.963000000000001,0.6,20.2138,3523.7000000000003,388.24,2110.0,5528.200000000001,211.0,801.8000000000001,32.70010654568912,-26.674763952106115,21.099999999999998,-36.54627203970332,4.594556213017752,293.83860000000004,25.32,39.9965,4.4068,23.95,62.748999999999995,2.395,9.100999999999999,1780.8400000000001,6.496152707564686,0.22944099999999998,0.692098258919931,6972.25,9.137833441248533,84.63999999999999,3.03315017762062,2500.0,7.0710678118654755,Chenopodium
5,4,2,39.3,0.634,88.9,91.7,0,4,300.0,1,78,150.0,5.0,22.0,1,0.5307300481619334,-0.8475409228928311,0.49999999999999994,-0.8660254037844387,1.0200222469410456,4.362299999999998,0.6,24.9162,3493.77,3603.81,11790.0,5895.0,196.5,864.5999999999999,20.85769089276398,-33.30835826968826,19.649999999999995,-34.03479836872844,40.08687430478309,171.43838999999988,23.58,56.36260000000001,58.137800000000006,190.2,95.1,3.17,13.948,1544.4899999999998,6.268971207462991,0.40195600000000004,0.7962411694957753,7903.210000000001,9.428679653058534,8408.890000000001,9.57601169589929,90000.0,17.320508075688775,No_weed
11,2,3,22.2,0.238,55.9,13.7,2,2,150.0,0,89,309.0,11.0,45.0,0,-0.8214765533024145,0.5702422926917867,-0.5000000000000004,0.8660254037844384,0.2407732864674868,9.7902,0.9,5.2836,1240.98,304.14,3330.0,6859.8,244.2,999.0,-18.2367794833136,12.659378897757664,-11.10000000000001,19.225763964014533,5.345166959578207,217.34244,19.98,13.3042,3.2605999999999997,35.699999999999996,73.542,2.618,10.709999999999999,492.84,4.711687595755898,0.05664399999999999,0.4878524367060187,3124.81,7.476630257007497,187.68999999999997,3.7013511046643495,22500.0,12.24744871391589,No_weed
0,0,3,35.0,0.254,67.7,95.0,0,0,200.0,2,100,258.0,9.0,37.0,0,-0.9634705485641486,-0.26781430516217486,-1.0,-1.8369701987210297e-16,1.3828238719068413,11.305,0.6,8.89,2369.5,3325.0,7000.0,9030.0,315.0,1295.0,-33.7214691997452,-9.37350068067612,-35.0,-6.429395695523604e-15,48.398835516739446,395.675,21.0,17.195800000000002,24.13,50.8,65.532,2.286,9.398,1225.0,5.916079783099616,0.064516,0.5039841267341661,4583.29,8.228000972289685,9025.0,9.746794344808963,40000.0,14.142135623730951,Chenopodium
22,3,3,35.2,0.133,88.0,44.6,0,3,200.0,1,112,344.0,12.0,50.0,3,-0.3536761221763721,0.935367949313148,-2.4492935982947064e-16,1.0,0.501123595505618,4.224,0.4,4.6816,3097.6000000000004,1569.92,7040.000000000001,12108.800000000001,422.40000000000003,1760.0000000000002,-12.4493995006083,32.924951815822816,-8.621513465997368e-15,35.2,17.639550561797755,148.68480000000002,14.080000000000002,11.704,5.931800000000001,26.6,45.752,1.596,6.65,1239.0400000000002,5.932958789676531,0.017689000000000003,0.3646916505762094,7744.0,9.38083151964686,1989.16,6.6783231428256,40000.0,14.142135623730951,Amaranthus
27,2,3,9.1,0.235,68.7,18.5,2,5,100.0,0,114,294.0,10.0,42.0,0,-0.9398560579418953,0.341570769167856,-0.8660254037844386,0.5000000000000001,0.26542324246771876,2.8483,0.9,2.1384999999999996,625.17,168.35,910.0,2675.4,91.0,382.2,-8.552690127271246,3.1082939994274894,-7.8808311744383905,4.550000000000001,2.4153515064562407,25.919529999999998,8.19,16.1445,4.3475,23.5,69.08999999999999,2.3499999999999996,9.87,82.80999999999999,3.0166206257996713,0.055224999999999996,0.4847679857416329,4719.6900000000005,8.28854631404084,342.25,4.301162633521313,10000.0,10.0,Chenopodium
28,4,2,41.1,0.323,18.7,54.2,0,4,200.0,1,115,192.0,7.0,28.0,2,-0.16280701293851646,-0.9866579328916572,-0.4999999999999997,-0.8660254037844388,2.751269035532995,33.4143,0.6,13.275300000000001,768.57,2227.6200000000003,8220.0,7891.200000000001,287.7,1150.8,-6.691368231773026,-40.55164104184711,-20.54999999999999,-35.593644095540434,113.07715736040609,1373.32773,24.66,6.0401,17.506600000000002,64.60000000000001,62.016000000000005,2.261,9.044,1689.21,6.410928169929843,0.104329,0.5683308895353129,349.69,4.324349662087931,2937.6400000000003,7.362064927722384,40000.0,14.142135623730951,Amaranthus
8,3,1,25.2,0.242,56.9,87.3,0,1,400.0,1,116,277.0,10.0,40.0,0,-0.9984354211555643,0.05591699010060302,-0.8660254037844386,0.5000000000000001,1.5077720207253886,10.861200000000002,0.4,6.0984,1433.8799999999999,2199.96,10080.0,6980.4,252.0,1008.0,-25.16057261312022,1.4091081505351961,-21.823840175367852,12.600000000000003,37.99585492227979,273.70224,10.08,13.7698,21.1266,96.8,67.03399999999999,2.42,9.68,635.04,5.019960159204453,0.058564,0.4919349550499537,3237.6099999999997,7.543208866258444,7621.289999999999,9.343446901438462,160000.0,20.0,Amaranthus
12,1,3,38.1,0.171,59.6,73.2,0,3,300.0,2,117,161.0,6.0,23.0,2,0.36171373072976765,-0.9322892131745133,1.2246467991473532e-16,-1.0,1.2079207920792079,15.3924,0.6,6.5151,2270.76,2788.92,11430.0,6134.1,228.60000000000002,876.3000000000001,13.781293140804149,-35.52021902194896,4.665904304751416e-15,-38.1,46.02178217821782,586.4504400000001,22.86,10.191600000000001,12.5172,51.300000000000004,27.531000000000002,1.026,3.9330000000000003,1451.6100000000001,6.172519744804386,0.029241000000000003,0.41352146256270667,3552.1600000000003,7.720103626247513,5358.240000000001,8.555699854482976,90000.0,17.320508075688775,Digitaria
0,1,3,17.8,0.197,43.2,80.7,0,1,400.0,1,118,314.0,11.0,45.0,0,-0.7694148268839381,0.6387494220515268,-0.5000000000000004,0.8660254037844384,1.8257918552036199,10.1104,0.6,3.5066,768.96,1436.46,7120.0,5589.2,195.8,801.0,-13.6955839185341,11.369739712517179,-8.900000000000007,15.415252187363004,32.49909502262444,179.96512,10.68,8.5104,15.897900000000002,78.8,61.858000000000004,2.1670000000000003,8.865,316.84000000000003,4.219004621945797,0.038809,0.4438468204234429,1866.2400000000002,6.572670690061994,6512.490000000001,8.983317872590282,160000.0,20.0,Echinochloa
9,5,0,40.8,0.469,71.3,65.9,0,1,300.0,1,119,22.0,1.0,4.0,3,0.3697245428906731,0.9291414114031743,0.49999999999999994,0.8660254037844387,0.9114799446749655,11.7096,0.8,19.135199999999998,2909.0399999999995,2688.7200000000003,12240.0,897.5999999999999,40.8,163.2,15.08476134993946,37.90896958524951,20.399999999999995,35.333836474405096,37.18838174273859,477.75167999999996,32.64,33.439699999999995,30.9071,140.7,10.318,0.469,1.876,1664.6399999999999,6.387487769068525,0.21996099999999996,0.6848357467305572,5083.69,8.44393273303382,4342.81,8.117881497040962,90000.0,17.320508075688775,Chenopodium
27,4,3,20.6,0.265,89.1,69.2,0,0,400.0,1,120,253.0,9.0,37.0,0,-0.9368813462954315,-0.34964745525122826,-1.0,-1.8369701987210297e-16,0.7680355160932298,2.2454000000000014,0.6,5.4590000000000005,1835.46,1425.5200000000002,8240.0,5211.8,185.4,762.2,-19.299755733685892,-7.202737578175302,-20.6,-3.784158609365322e-15,15.821531631520536,46.25524000000003,12.360000000000001,23.6115,18.338,106.0,67.045,2.3850000000000002,9.805,424.36000000000007,4.538722287164087,0.07022500000000001,0.51478150704935,7938.809999999999,9.439279633531363,4788.64,8.318653737234168,160000.0,20.0,Cyperus
15,0,0,5.4,0.391,88.3,84.9,0,3,300.0,1,121,236.0,8.0,34.0,2,-0.7961828637826154,-0.6050560696488494,-0.8660254037844385,-0.5000000000000004,0.9507278835386339,0.6318000000000003,0.6,2.1114,476.82,458.46000000000004,1620.0,1274.4,43.2,183.60000000000002,-4.299387464426124,-3.267302776103787,-4.676537180435968,-2.7000000000000024,5.133930571108624,3.4117200000000016,3.24,34.5253,33.1959,117.30000000000001,92.27600000000001,3.128,13.294,29.160000000000004,2.32379000772445,0.15288100000000002,0.6252999280345393,7796.889999999999,9.396807968666806,7208.010000000001,9.214119599831555,90000.0,17.320508075688775,Echinochloa
13,3,1,41.2,0.503,45.6,25.0,0,1,300.0,1,122,345.0,12.0,50.0,3,-0.33752289959411347,0.941317317512847,-2.4492935982947064e-16,1.0,0.5364806866952789,22.4128,0.4,20.7236,1878.7200000000003,1030.0,12360.0,14214.000000000002,494.40000000000003,2060.0,-13.905943463277476,38.782273481529295,-1.0091089624974191e-14,41.2,22.103004291845494,923.40736,16.48,22.9368,12.575,150.9,173.535,6.036,25.15,1697.4400000000003,6.418722614352485,0.253009,0.7092249290598858,2079.36,6.752777206453653,625.0,5.0,90000.0,17.320508075688775,Digitaria
15,2,2,8.7,0.652,15.2,48.9,0,1,200.0,1,124,49.0,2.0,7.0,3,0.7469720876965552,0.6648553979642865,0.8660254037844386,0.5000000000000001,3.0185185185185186,7.377599999999998,0.9,5.6724,132.23999999999998,425.42999999999995,1739.9999999999998,426.29999999999995,17.4,60.89999999999999,6.49865716296003,5.784241962289292,7.534421012924615,4.3500000000000005,26.26111111111111,64.18511999999998,7.829999999999999,9.9104,31.8828,130.4,31.948,1.304,4.564,75.68999999999998,2.949576240750525,0.42510400000000004,0.807465169527454,231.04,3.8987177379235853,2391.21,6.992853494818835,40000.0,14.142135623730951,No_weed
9,4,2,17.8,0.131,93.6,22.1,0,3,400.0,1,125,59.0,2.0,9.0,3,0.8498170915275278,0.5270777086423722,0.8660254037844386,0.5000000000000001,0.23361522198731505,1.139200000000001,0.6,2.3318000000000003,1666.08,393.38000000000005,7120.0,1050.2,35.6,160.20000000000002,15.126744229189995,9.381983213834227,15.415252187363008,8.900000000000002,4.158350951374208,20.277760000000022,10.68,12.2616,2.8951000000000002,52.400000000000006,7.729,0.262,1.179,316.84000000000003,4.219004621945797,0.017161000000000003,0.3619392214170772,8760.96,9.674709297958259,488.4100000000001,4.701063709417263,160000.0,20.0,Echinochloa
5,4,1,43.0,0.74,80.5,98.8,0,0,200.0,2,126,170.0,6.0,25.0,2,0.21352091543979612,-0.9769384927771817,1.2246467991473532e-16,-1.0,1.2122699386503066,8.385,0.6,31.82,3461.5,4248.4,8600.0,7310.0,258.0,1075.0,9.181399363911233,-42.008355189418815,5.2659812363336185e-15,-43.0,52.127607361963186,360.555,25.8,59.57,73.112,148.0,125.8,4.4399999999999995,18.5,1849.0,6.557438524302,0.5476,0.8602325267042626,6480.25,8.972179222463181,9761.439999999999,9.939818911831342,40000.0,14.142135623730951,Echinochloa
28,1,2,43.0,0.602,16.2,94.4,0,0,400.0,1,127,188.0,7.0,27.0,2,-0.09453674981719933,-0.9955213724144752,-0.4999999999999997,-0.8660254037844388,5.488372093023257,36.034,0.6,25.886,696.6,4059.2000000000003,17200.0,8084.0,301.0,1161.0,-4.065080242139571,-42.80741901382243,-21.49999999999999,-37.23909236273087,236.00000000000003,1549.462,25.8,9.7524,56.8288,240.79999999999998,113.176,4.2139999999999995,16.253999999999998,1849.0,6.557438524302,0.36240399999999995,0.7758865896508329,262.44,4.024922359499621,8911.36,9.715966241192895,160000.0,20.0,Amaranthus
6,5,1,27.9,0.165,87.9,3.9,1,6,0.0,1,128,271.0,9.0,39.0,0,-0.9988797155850335,-0.04732138832243232,-1.0,-1.8369701987210297e-16,0.04386951631046119,3.375899999999998,0.8,4.6035,2452.41,108.80999999999999,0.0,7560.9,251.1,1088.1,-27.868744064822433,-1.3202667341958618,-27.9,-5.125146854431673e-15,1.223959505061867,94.18760999999994,22.32,14.503500000000003,0.6435,0.0,44.715,1.485,6.4350000000000005,778.41,5.282045058497703,0.027225000000000003,0.406201920231798,7726.410000000001,9.375499986667378,15.209999999999999,1.9748417658131499,0.0,0.0,Chenopodium
10,5,1,30.3,0.799,83.3,70.6,0,0,300.0,1,129,190.0,7.0,28.0,2,-0.12874817745258066,-0.99167731989929,-0.4999999999999997,-0.8660254037844388,0.8374851720047449,5.060100000000001,0.8,24.2097,2523.99,2139.18,9090.0,5757.0,212.1,848.4,-3.901069776813194,-30.047822792948487,-15.149999999999991,-26.240569734668497,25.37580071174377,153.32103000000004,24.240000000000002,66.5567,56.4094,239.70000000000002,151.81,5.593,22.372,918.09,5.504543577809154,0.6384010000000001,0.8938679992034618,6938.889999999999,9.126883367283709,4984.359999999999,8.402380615040002,90000.0,17.320508075688775,Cyperus
29,3,1,22.9,0.837,51.7,92.5,0,4,400.0,1,130,175.0,6.0,25.0,2,0.12874817745258132,-0.99167731989929,1.2246467991473532e-16,-1.0,1.7552182163187855,11.060699999999999,0.4,19.167299999999997,1183.93,2118.25,9160.0,4007.4999999999995,137.39999999999998,572.5,2.948333263664112,-22.70941062569374,2.8044411700474386e-15,-22.9,40.19449715370018,253.29002999999994,9.16,43.2729,77.4225,334.8,146.475,5.022,20.925,524.41,4.78539444560216,0.700569,0.9148770409186143,2672.8900000000003,7.19027120489902,8556.25,9.617692030835672,160000.0,20.0,Digitaria
18,1,2,16.7,0.149,58.2,18.1,2,6,150.0,0,131,51.0,2.0,8.0,3,0.7694148268839378,0.6387494220515272,0.8660254037844386,0.5000000000000001,0.30574324324324326,6.980599999999999,0.6,2.4882999999999997,971.94,302.27000000000004,2505.0,851.6999999999999,33.4,133.6,12.84922760896176,10.667115348260504,14.462624243200123,8.350000000000001,5.105912162162162,116.57601999999999,10.02,8.6718,2.6969000000000003,22.349999999999998,7.598999999999999,0.298,1.192,278.89,4.08656334834051,0.022201,0.38600518131237566,3387.2400000000002,7.628892449104261,327.61000000000007,4.254409477236529,22500.0,12.24744871391589,Amaranthus
20,4,0,18.1,0.322,40.9,56.8,0,4,200.0,1,132,364.0,12.0,52.0,3,-0.01721335615583528,0.9998518392091162,-2.4492935982947064e-16,1.0,1.3556085918854415,10.6971,0.6,5.828200000000001,740.2900000000001,1028.08,3620.0000000000005,6588.400000000001,217.20000000000002,941.2,-0.3115617464206186,18.097318289685006,-4.433221412913419e-15,18.1,24.536515513126492,193.61751000000004,10.860000000000001,13.1698,18.2896,64.4,117.208,3.864,16.744,327.61000000000007,4.254409477236529,0.10368400000000001,0.5674504383644443,1672.81,6.395310782127793,3226.24,7.536577472566709,40000.0,14.142135623730951,Cyperus
0,0,1,31.9,0.745,9.9,91.5,0,3,200.0,1,133,55.0,2.0,8.0,3,0.8115390590073611,0.5842981736283684,0.8660254037844386,0.5000000000000001,8.394495412844037,28.741899999999998,0.6,23.7655,315.81,2918.85,6380.0,1754.5,63.8,255.2,25.888095982334818,18.63911173874495,27.62621038072359,15.950000000000003,267.7844036697248,916.8666099999999,19.139999999999997,7.375500000000001,68.1675,149.0,40.975,1.49,5.96,1017.6099999999999,5.648008498577175,0.555025,0.8631338250816034,98.01,3.146426544510455,8372.25,9.565563234854496,40000.0,14.142135623730951,Cyperus
17,1,3,35.1,0.699,35.2,3.4,1,6,0.0,1,135,244.0,8.0,35.0,2,-0.8717063187093217,-0.4900286664290594,-0.8660254037844385,-0.5000000000000004,0.09392265193370165,22.7448,0.6,24.5349,1235.5200000000002,119.34,0.0,8564.4,280.8,1228.5,-30.596891786697192,-17.200006191659984,-30.39749167283379,-17.550000000000015,3.296685082872928,798.3424800000001,21.06,24.6048,2.3766,0.0,170.55599999999998,5.592,24.465,1232.01,5.92452529743945,0.48860099999999995,0.8360621986431392,1239.0400000000002,5.932958789676531,11.559999999999999,1.8439088914585775,0.0,0.0,Digitaria
18,3,2,36.7,0.248,77.3,69.7,0,4,300.0,1,136,320.0,11.0,46.0,0,-0.6994583270516471,0.7146733860429608,-0.5000000000000004,0.8660254037844384,0.8901660280970627,8.330900000000002,0.4,9.101600000000001,2836.9100000000003,2557.9900000000002,11010.0,11744.0,403.70000000000005,1688.2,-25.67012060279545,26.228513267776663,-18.35000000000002,31.783132318888892,32.6690932311622,305.74403000000007,14.680000000000001,19.1704,17.285600000000002,74.4,79.36,2.7279999999999998,11.408,1346.89,6.058052492344384,0.061503999999999996,0.4979959839195493,5975.29,8.792041856133306,4858.09,8.34865258589672,90000.0,17.320508075688775,No_weed
