location,crop_type,growth_stage,temperature_c,humidity_pct,leaf_wetness_hours,ndvi,lesion_count_per_leaf,severity_percent,recommended_treatment,pesticide,application_rate,notes,image_path,day_of_year,month,week_of_year,season,day_sin,day_cos,month_sin,month_cos,heat_index,disease_pressure_index,plant_stress,crop_vulnerability,stage_vulnerability,temperature_c_x_humidity_pct,temperature_c_x_leaf_wetness_hours,temperature_c_x_ndvi,temperature_c_x_lesion_count_per_leaf,temperature_c_x_severity_percent,temperature_c_x_day_of_year,temperature_c_x_month,temperature_c_x_week_of_year,temperature_c_x_day_sin,temperature_c_x_day_cos,temperature_c_x_month_sin,temperature_c_x_month_cos,temperature_c_x_heat_index,temperature_c_x_disease_pressure_index,temperature_c_x_crop_vulnerability,temperature_c_x_stage_vulnerability,humidity_pct_x_leaf_wetness_hours,humidity_pct_x_ndvi,humidity_pct_x_lesion_count_per_leaf,humidity_pct_x_severity_percent,temperature_c_squared,temperature_c_sqrt,humidity_pct_squared,humidity_pct_sqrt,leaf_wetness_hours_squared,leaf_wetness_hours_sqrt,ndvi_squared,ndvi_sqrt,lesion_count_per_leaf_squared,lesion_count_per_leaf_sqrt,disease_label
16,2,3,18.4,71.3,16.7,0.399,4.0,21.5,2,0,2,0,12,105.0,4.0,15.0,1,0.9721181966290613,-0.23449138957040985,0.8660254037844387,-0.4999999999999998,23.329234585742338,61.37680412371134,2,0.6,0.6,1311.9199999999998,307.28,7.3416,73.6,395.59999999999997,1931.9999999999998,73.6,276.0,17.886974817974725,-4.314641568095541,15.934867429633671,-9.199999999999996,429.257916377659,1129.3331958762885,11.04,11.04,1190.7099999999998,28.4487,285.2,1532.95,338.55999999999995,4.2895221179054435,5083.69,8.44393273303382,278.89,4.08656334834051,0.159201,0.6316644678941503,16.0,2.0,Septoria
29,4,0,14.3,89.4,5.3,0.657,2.0,1.2,2,0,4,0,23,192.0,7.0,28.0,2,-0.16280701293851646,-0.9866579328916572,-0.4999999999999997,-0.8660254037844388,20.229475323818303,30.96862745098039,1,0.8,0.8,1278.42,75.79,9.395100000000001,28.6,17.16,2745.6000000000004,100.10000000000001,400.40000000000003,-2.3281402850207855,-14.109208440350699,-7.149999999999997,-12.384163274117476,289.28149713060174,442.8513725490196,11.440000000000001,11.440000000000001,473.82,58.735800000000005,178.8,107.28,204.49,3.7815340802378077,7992.360000000001,9.45515732285825,28.09,2.3021728866442674,0.43164900000000006,0.8105553651663778,4.0,1.4142135623730951,Septoria
8,3,2,27.8,69.8,38.8,0.284,2.0,22.2,3,2,0,0,34,17.0,1.0,3.0,3,0.288482432880609,0.9574851883550393,0.49999999999999994,0.8660254037844387,30.25985999495326,94.0361111111111,0,0.3,0.9,1940.44,1078.6399999999999,7.895199999999999,55.6,617.16,472.6,27.8,83.4,8.01981163408093,26.618088236270093,13.899999999999999,24.0755062252074,841.2241078597007,2614.2038888888887,8.34,25.02,2708.24,19.823199999999996,139.6,1549.56,772.84,5.272570530585627,4872.04,8.35463942968217,1505.4399999999998,6.2289646009589745,0.08065599999999999,0.532916503778969,4.0,1.4142135623730951,Healthy
17,4,0,30.6,86.8,45.5,0.361,4.0,9.0,0,1,5,1,45,120.0,4.0,18.0,1,0.8800122039735357,-0.47495107206704995,0.8660254037844387,-0.4999999999999998,41.88453358344671,124.98101265822784,2,0.8,0.8,2656.08,1392.3,11.0466,122.4,275.40000000000003,3672.0,122.4,550.8000000000001,26.928373441590196,-14.533502805251729,26.500377355803824,-15.299999999999994,1281.6667276534695,3824.418987341772,24.480000000000004,24.480000000000004,3949.4,31.334799999999998,347.2,781.1999999999999,936.3600000000001,5.531726674375733,7534.24,9.316651759081692,2070.25,6.745368781616021,0.130321,0.6008327554319921,16.0,2.0,Late Blight
26,3,3,12.5,77.1,3.5,0.876,4.0,12.3,3,1,1,0,56,129.0,5.0,19.0,1,0.7961828637826158,-0.6050560696488488,0.49999999999999994,-0.8660254037844387,28.50429668040273,19.988888888888887,1,0.3,0.6,963.7499999999999,43.75,10.95,50.0,153.75,1612.5,62.5,237.5,9.952285797282698,-7.56320087061061,6.249999999999999,-10.825317547305485,356.30370850503414,249.8611111111111,3.75,7.5,269.84999999999997,67.5396,308.4,948.33,156.25,3.5355339059327378,5944.409999999999,8.780660567406077,12.25,1.8708286933869707,0.767376,0.9359487165438072,16.0,2.0,Healthy
8,4,2,16.0,37.8,45.8,0.311,1.0,11.1,2,1,4,0,67,130.0,5.0,19.0,1,0.7856498550787147,-0.6186714032625031,0.49999999999999994,-0.8660254037844387,27.08176071916444,101.83764705882352,2,0.8,0.9,604.8,732.8,4.976,16.0,177.6,2080.0,80.0,304.0,12.570397681259434,-9.89874245220005,7.999999999999999,-13.85640646055102,433.308171506631,1629.4023529411763,12.8,14.4,1731.2399999999998,11.755799999999999,37.8,419.5799999999999,256.0,4.0,1428.8399999999997,6.148170459575759,2097.64,6.767569726275452,0.096721,0.5576737397439474,1.0,1.0,Septoria
23,2,2,13.5,88.7,25.1,0.473,2.0,17.0,2,3,4,4,78,60.0,2.0,9.0,3,0.8587639582758029,0.5123714121284237,0.8660254037844386,0.5000000000000001,21.634752579789495,153.54275862068968,2,0.6,0.9,1197.45,338.85,6.3854999999999995,27.0,229.5,810.0,27.0,121.5,11.593313436723339,6.9170140637337205,11.69134295108992,6.750000000000002,292.06915982715816,2072.8272413793106,8.1,12.15,2226.3700000000003,41.9551,177.4,1507.9,182.25,3.6742346141747673,7867.6900000000005,9.418067742376884,630.0100000000001,5.0099900199501395,0.22372899999999998,0.687749954561976,4.0,1.4142135623730951,Blast
24,3,3,18.7,34.3,14.4,0.851,4.0,13.9,2,1,0,0,89,48.0,2.0,7.0,3,0.7354170229639855,0.6776147890466889,0.8660254037844386,0.5000000000000001,25.22769116234543,25.07208121827411,1,0.3,0.6,641.41,269.28,15.913699999999999,74.8,259.93,897.5999999999999,37.4,130.9,13.752298329426528,12.671396555173082,16.194675050769,9.350000000000001,471.7578247358595,468.84791878172587,5.609999999999999,11.219999999999999,493.91999999999996,29.189299999999996,137.2,476.77,349.69,4.324349662087931,1176.4899999999998,5.856620185738529,207.36,3.794733192202055,0.724201,0.9224966124599049,16.0,2.0,Anthracnose
20,3,3,21.3,64.7,3.7,0.687,2.0,13.8,2,1,1,0,100,29.0,1.0,5.0,3,0.47873384011578846,0.8779600847008882,0.49999999999999994,0.8660254037844387,23.942687916151534,10.734977578475336,1,0.3,0.6,1378.1100000000001,78.81,14.633100000000002,42.6,293.94,617.7,21.3,106.5,10.197030794466295,18.70054980412892,10.649999999999999,18.446341100608546,509.9792526140277,228.65502242152465,6.39,12.78,239.39000000000001,44.44890000000001,129.4,892.8600000000001,453.69000000000005,4.61519230368573,4186.09,8.043631020876083,13.690000000000001,1.9235384061671346,0.4719690000000001,0.8288546314040841,4.0,1.4142135623730951,Anthracnose
13,1,3,28.7,39.2,24.0,0.106,3.0,24.7,3,1,4,0,112,97.0,4.0,14.0,1,0.9951053111006976,-0.09882013873287143,0.8660254037844387,-0.4999999999999998,28.243896894469252,31.67676767676768,0,0.7,0.6,1125.04,688.8,3.0422,86.1,708.89,2783.9,114.8,401.8,28.559522428590018,-2.83613798163341,24.85492908861339,-14.349999999999993,810.5998408712675,909.1232323232323,20.09,17.22,940.8000000000001,4.1552,117.60000000000001,968.24,823.6899999999999,5.357238094391549,1536.6400000000003,6.260990336999411,576.0,4.898979485566356,0.011236,0.3255764119219941,9.0,1.7320508075688772,Healthy
1,1,3,26.3,30.8,38.1,0.183,5.0,31.8,3,0,2,0,114,10.0,1.0,2.0,3,0.1712931441814776,0.9852201067560606,0.49999999999999994,0.8660254037844387,26.035936336703955,42.98461538461538,0,0.7,0.6,810.0400000000001,1002.0300000000001,4.8129,131.5,836.34,263.0,26.3,52.6,4.505009691972861,25.911288807684397,13.149999999999999,22.77646811953074,684.745125655314,1130.4953846153846,18.41,15.78,1173.48,5.6364,154.0,979.44,691.69,5.128352561983234,948.6400000000001,5.549774770204643,1451.6100000000001,6.172519744804386,0.033489,0.42778499272414877,25.0,2.23606797749979,Healthy
19,5,3,25.5,57.4,33.9,0.057,2.0,26.0,3,4,4,0,115,242.0,8.0,35.0,2,-0.8543221697498269,-0.5197438121555157,-0.8660254037844385,-0.5000000000000004,26.377134467475575,73.42867924528302,0,0.4,0.6,1463.7,864.4499999999999,1.4535,51.0,663.0,6171.0,204.0,892.5,-21.785215328620584,-13.25346720996565,-22.083647796503183,-12.75000000000001,672.6169289206272,1872.431320754717,10.200000000000001,15.299999999999999,1945.86,3.2718,114.8,1492.3999999999999,650.25,5.049752469181039,3294.7599999999998,7.576278769950324,1149.2099999999998,5.822370651203855,0.003249,0.23874672772626646,4.0,1.4142135623730951,Healthy
13,4,2,18.8,49.2,2.4,0.618,2.0,31.3,2,2,4,0,116,314.0,11.0,45.0,0,-0.7694148268839381,0.6387494220515268,-0.5000000000000004,0.8660254037844384,25.71587738694263,5.963636363636363,1,0.8,0.9,924.96,45.12,11.618400000000001,37.6,588.44,5903.2,206.8,846.0,-14.464998745418038,12.008489134568705,-9.40000000000001,16.281277591147443,483.4584948745215,112.11636363636363,15.040000000000001,16.92,118.08,30.4056,98.4,1539.96,353.44000000000005,4.33589667773576,2420.6400000000003,7.014271166700073,5.76,1.5491933384829668,0.381924,0.7861297602813418,4.0,1.4142135623730951,Bacterial_spot
8,1,3,31.0,61.6,3.5,0.453,2.0,22.5,2,2,0,0,117,232.0,8.0,34.0,2,-0.7526668275320083,-0.6584015846980489,-0.8660254037844385,-0.5000000000000004,35.25090041523557,6.7375,2,0.7,0.6,1909.6000000000001,108.5,14.043000000000001,62.0,697.5,7192.0,248.0,1054.0,-23.33267165349226,-20.410449125639516,-26.846787517317594,-15.500000000000014,1092.7779128723027,208.86249999999998,21.7,18.599999999999998,215.6,27.9048,123.2,1386.0,961.0,5.5677643628300215,3794.5600000000004,7.848566748139434,12.25,1.8708286933869707,0.205209,0.6730527468185536,4.0,1.4142135623730951,Anthracnose
12,5,2,21.8,67.5,19.3,0.171,2.0,14.3,2,4,2,0,118,277.0,10.0,40.0,0,-0.9984354211555643,0.05591699010060302,-0.8660254037844386,0.5000000000000001,23.751615891284388,57.13815789473684,0,0.4,0.9,1471.5,420.74,3.7278000000000002,43.6,311.74,6038.6,218.0,872.0,-21.7658921811913,1.2189903841931458,-18.879353802500763,10.900000000000002,517.7852264299996,1245.6118421052631,8.72,19.62,1302.75,11.5425,135.0,965.25,475.24,4.669047011971501,4556.25,8.215838362577491,372.49,4.39317652729776,0.029241000000000003,0.41352146256270667,4.0,1.4142135623730951,Bacterial_spot
27,1,2,34.5,32.8,14.2,0.912,4.0,28.9,2,4,0,0,119,284.0,10.0,41.0,0,-0.9844738167520923,0.17553149042142777,-0.8660254037844386,0.5000000000000001,34.5338499003356,13.119999999999997,1,0.7,0.9,1131.6,489.9,31.464000000000002,138.0,997.05,9798.0,345.0,1414.5,-33.964346677947184,6.055836419539258,-29.87787643056313,17.250000000000004,1191.4178215615784,452.63999999999993,24.15,31.05,465.75999999999993,29.9136,131.2,947.9199999999998,1190.25,5.873670062235365,1075.84,5.727128425310541,201.64,3.7682887362833544,0.831744,0.9549869109050658,16.0,2.0,Anthracnose
25,4,3,25.9,38.0,11.2,0.527,2.0,19.7,2,4,0,0,120,203.0,7.0,29.0,2,-0.3456123126707333,-0.9383773917408642,-0.4999999999999997,-0.8660254037844388,26.07499295045109,15.821561338289962,2,0.8,0.6,984.1999999999999,290.08,13.6493,51.8,510.22999999999996,5257.7,181.29999999999998,751.0999999999999,-8.951358898171991,-24.303974446088382,-12.949999999999992,-22.430057958016963,675.3423174166832,409.77843866171,20.72,15.54,425.59999999999997,20.026,76.0,748.6,670.81,5.089204259999788,1444.0,6.164414002968976,125.43999999999998,3.3466401061363023,0.277729,0.7259476565152615,4.0,1.4142135623730951,Bacterial_spot
3,3,3,13.2,66.3,13.5,0.268,2.0,20.1,2,2,4,0,121,247.0,9.0,36.0,0,-0.8958392907349089,-0.4443781781046134,-1.0,-1.8369701987210297e-16,30.213707589682674,63.03169014084507,0,0.3,0.6,875.16,178.2,3.5376,26.4,265.32,3260.3999999999996,118.8,475.2,-11.825078637700797,-5.8657919509808965,-13.2,-2.424800662311759e-15,398.8209401838113,832.0183098591549,3.9599999999999995,7.919999999999999,895.05,17.7684,132.6,1332.63,174.23999999999998,3.63318042491699,4395.69,8.142481194328912,182.25,3.6742346141747673,0.07182400000000001,0.5176871642217914,4.0,1.4142135623730951,Septoria
17,0,1,26.9,52.3,38.6,0.501,3.0,20.4,2,2,4,0,122,290.0,10.0,42.0,0,-0.9611297838723007,0.27609697309746883,-0.8660254037844386,0.5000000000000001,27.46030586317578,72.35770609318996,2,0.5,0.6,1406.87,1038.34,13.476899999999999,80.69999999999999,548.7599999999999,7801.0,269.0,1129.8,-25.85439118616489,7.427008576321911,-23.296083361801397,13.450000000000003,738.6822277194284,1946.42229390681,13.45,16.139999999999997,2018.78,26.202299999999997,156.89999999999998,1066.9199999999998,723.6099999999999,5.186520991955976,2735.2899999999995,7.231873892705818,1489.96,6.212889826803627,0.251001,0.7078135347674556,9.0,1.7320508075688772,Bacterial_spot
26,4,2,18.1,77.4,44.6,0.662,2.0,8.7,0,1,5,1,124,264.0,9.0,38.0,0,-0.9859481499638303,-0.1670516255021195,-1.0,-1.8369701987210297e-16,21.972339212057285,180.73507853403143,1,0.8,0.9,1400.9400000000003,807.2600000000001,11.982200000000002,36.2,157.47,4778.400000000001,162.9,687.8000000000001,-17.84566151434533,-3.0236344215883633,-18.1,-3.324916059685064e-15,397.6993397382369,3271.304921465969,14.480000000000002,16.290000000000003,3452.0400000000004,51.238800000000005,154.8,673.38,327.61000000000007,4.254409477236529,5990.760000000001,8.79772697916911,1989.16,6.6783231428256,0.438244,0.8136338242723197,4.0,1.4142135623730951,Late Blight
9,2,3,27.2,72.4,19.4,0.119,2.0,7.8,2,4,4,0,125,214.0,8.0,31.0,2,-0.5160623910158526,-0.8565509959010037,-0.8660254037844385,-0.5000000000000004,29.423721300918842,49.80709219858156,0,0.6,0.6,1969.2800000000002,527.68,3.2367999999999997,54.4,212.16,5820.8,217.6,843.1999999999999,-14.03689703563119,-23.2981870885073,-23.555890982936727,-13.600000000000012,800.3252193849925,1354.7529078014184,16.32,16.32,1404.56,8.6156,144.8,564.72,739.8399999999999,5.215361924162119,5241.760000000001,8.508818954473059,376.35999999999996,4.404543109109048,0.014160999999999998,0.3449637662132068,4.0,1.4142135623730951,Bacterial_spot
17,1,3,11.7,85.0,43.5,0.297,2.0,15.2,0,1,5,1,126,200.0,7.0,29.0,2,-0.2967128192734901,-0.9549667548552553,-0.4999999999999997,-0.8660254037844388,26.69580077019554,291.1417322834646,0,0.7,0.6,994.4999999999999,508.95,3.4748999999999994,23.4,177.83999999999997,2340.0,81.89999999999999,339.29999999999995,-3.4715399854998337,-11.173111031806487,-5.849999999999996,-10.132497224277934,312.3408690112878,3406.3582677165355,8.19,7.02,3697.5,25.244999999999997,170.0,1292.0,136.89,3.420526275297414,7225.0,9.219544457292887,1892.25,6.59545297913646,0.088209,0.5449770637375485,4.0,1.4142135623730951,Late Blight
23,1,3,14.4,75.0,15.4,0.776,5.0,26.2,2,1,0,0,127,79.0,3.0,12.0,1,0.9778483415056568,0.20931464596304847,1.0,6.123233995736766e-17,26.044417987271068,75.0,1,0.7,0.6,1080.0,221.76000000000002,11.1744,72.0,377.28,1137.6000000000001,43.2,172.8,14.081016117681457,3.014130901867898,14.4,8.817456953860943e-16,375.0396190167034,1080.0,10.08,8.64,1155.0,58.2,375.0,1965.0,207.36,3.794733192202055,5625.0,8.660254037844387,237.16000000000003,3.924283374069717,0.602176,0.8809086218218096,25.0,2.23606797749979,Septoria
8,3,1,31.4,57.9,22.9,0.464,4.0,16.6,2,2,4,0,128,343.0,12.0,49.0,3,-0.3697245428906732,0.9291414114031743,-2.4492935982947064e-16,1.0,35.156897655883924,40.923148148148144,2,0.3,0.6,1818.06,719.06,14.5696,125.6,521.24,10770.199999999999,376.79999999999995,1538.6,-11.609350646767137,29.175040318059672,-7.690781898645377e-15,31.4,1103.926586394755,1284.9868518518517,9.42,18.84,1325.9099999999999,26.8656,231.6,961.1400000000001,985.9599999999999,5.60357029044876,3352.41,7.60920495189872,524.41,4.78539444560216,0.21529600000000002,0.6811754546370561,16.0,2.0,Septoria
23,2,1,15.7,73.7,10.8,0.542,4.0,25.4,3,2,4,0,129,344.0,12.0,50.0,3,-0.3536761221763721,0.935367949313148,-2.4492935982947064e-16,1.0,24.796095160679606,47.6622754491018,2,0.6,0.6,1157.09,169.56,8.5094,62.8,398.78,5400.8,188.39999999999998,785.0,-5.552715118169042,14.685276804216423,-3.8453909493226885e-15,15.7,389.2986940226698,748.2977245508982,9.42,9.42,795.96,39.94540000000001,294.8,1871.98,246.48999999999998,3.96232255123179,5431.6900000000005,8.5848704125339,116.64000000000001,3.286335345030997,0.293764,0.7362064927722385,16.0,2.0,Healthy
0,3,0,30.9,47.9,30.7,0.44,4.0,38.6,2,1,4,0,130,173.0,6.0,25.0,2,0.16280701293851715,-0.986657932891657,1.2246467991473532e-16,-1.0,32.059264654236955,46.09811912225705,2,0.3,0.8,1480.11,948.6299999999999,13.596,123.6,1192.74,5345.7,185.39999999999998,772.5,5.03073669980018,-30.4877301263522,3.784158609365321e-15,-30.9,990.6312778159219,1424.431880877743,9.27,24.72,1470.53,21.076,191.6,1848.94,954.81,5.558776843874918,2294.41,6.920982589199311,942.49,5.540758070878027,0.1936,0.6633249580710799,16.0,2.0,Septoria
12,2,2,17.0,49.9,47.0,0.09,4.0,8.0,2,4,0,0,131,69.0,3.0,10.0,1,0.9275416835791966,0.37371971479046906,1.0,6.123233995736766e-17,26.92412248047557,130.29444444444442,0,0.6,0.9,848.3,799.0,1.53,68.0,136.0,1173.0,51.0,170.0,15.768208620846343,6.353235151437974,17.0,1.0409497792752501e-15,457.7100821680847,2215.005555555555,10.2,15.3,2345.2999999999997,4.491,199.6,399.2,289.0,4.123105625617661,2490.0099999999998,7.063993204979744,2209.0,6.855654600401044,0.0081,0.3,16.0,2.0,Anthracnose
2,0,0,26.1,81.3,29.0,0.199,4.0,26.7,2,1,4,0,132,87.0,3.0,13.0,1,0.9973249731081555,0.07309512989807777,1.0,6.123233995736766e-17,27.915180710555482,86.99999999999999,0,0.5,0.8,2121.93,756.9000000000001,5.1939,104.4,696.87,2270.7000000000003,78.30000000000001,339.3,26.03018179812286,1.90778289033983,26.1,1.598164072887296e-15,728.5862165454981,2270.7,13.05,20.880000000000003,2357.7,16.1787,325.2,2170.71,681.21,5.10881590977792,6609.69,9.016651263079881,841.0,5.385164807134504,0.039601000000000004,0.44609416046390926,16.0,2.0,Septoria
7,1,3,27.4,59.0,17.2,0.451,0.0,9.5,3,4,0,3,133,101.0,4.0,15.0,1,0.9859481499638304,-0.16705162550211924,0.8660254037844387,-0.4999999999999998,28.516500467964324,35.732394366197184,2,0.7,0.6,1616.6,471.28,12.3574,0.0,260.3,2767.3999999999996,109.6,411.0,27.01497930900895,-4.577214538758067,23.729096063693618,-13.699999999999994,781.3521128222225,979.0676056338028,19.179999999999996,16.439999999999998,1014.8,26.609,0.0,560.5,750.7599999999999,5.2345009313209605,3481.0,7.681145747868608,295.84,4.147288270665544,0.203401,0.6715653356152326,0.0,0.0,Healthy
0,1,1,22.8,81.9,31.1,0.238,1.0,16.6,0,1,5,1,135,8.0,1.0,2.0,3,0.13727877211326478,0.9905324521322229,0.49999999999999994,0.8660254037844387,22.688623904579558,107.02058823529413,0,0.7,0.6,1867.3200000000002,709.08,5.4264,22.8,378.48,182.4,22.8,45.6,3.129956004182437,22.58413990861468,11.399999999999999,19.745379206285204,517.3006250244139,2440.0694117647063,15.959999999999999,13.68,2547.09,19.4922,81.9,1359.5400000000002,519.84,4.774934554525329,6707.610000000001,9.049861877399014,967.21,5.576737397439475,0.05664399999999999,0.4878524367060187,1.0,1.0,Late Blight
