N,P,K,temperature,humidity,ph,rainfall,label
96.28815499750561,54.464889622952214,39.95025791583507,24.34330092653936,87.61626765099393,6.301527368443405,238.40107753313595,rice
76.90483734850251,48.55208993467038,38.791743000248836,27.72712503326905,85.56258431927321,6.023321304968507,254.26025049959358,rice
76.78868233791822,36.056116912617185,46.63900877242404,20.891877797389487,84.3438629057435,5.857666999010728,216.38846214628555,rice
74.21618238994604,36.390366378961204,41.89502336424548,21.572862981837098,83.4335653183825,5.719359158756539,321.6551307786284,rice
61.46208519352736,42.244488023228854,42.492481777545734,23.486155707006503,77.49110294197736,5.995213229561397,282.34038366999516,rice
80.51531009360525,64.76612910630546,42.61884820327863,22.367354027820525,77.82136833853616,6.917791505603732,251.42900136387595,rice
72.16678485702336,42.55655246871535,45.18520524735523,26.785147812689903,84.07583490492846,6.753917130379148,206.36073143833025,rice
64.84206212418835,51.290986683329876,42.4053035099964,21.953525325407217,85.55056280441953,7.102365351422713,187.95089812174473,rice
71.06088581822178,50.027987495788814,41.54839758315319,19.217610749104438,80.8164829813369,6.167699262605304,266.5964469339111,rice
97.88235205411914,52.03162130723254,40.274510492699925,27.183234557347276,81.16438957978009,7.328771122024223,236.9581790724945,rice
63.287875057650524,51.87094944245733,33.395217574354824,19.818683834284432,83.48829616606787,5.74875922580281,207.4274218190797,rice
73.929513404475,41.42376822449971,44.20368868123112,22.191425470788467,83.53360585068472,5.458532998891356,229.16960721732258,rice
70.2746366922095,44.63681621105126,39.7648542580524,22.96704346477294,83.5585751363447,7.319991389371347,290.7846728215626,rice
89.28529391481167,45.03128282208,43.904273328795625,14.77542864944974,81.71158829037545,7.07017693732999,281.3232358443789,rice
79.02967518720092,66.83240564447992,34.07221798060496,24.822994878180364,77.94291846333907,6.742819845120257,308.22700302964574,rice
68.23514467033385,46.23847177807775,42.97254972983627,23.270208805532597,88.79362461705196,5.915420288331368,237.91383913434038,rice
82.82143762670385,31.192901417769512,40.94073301454142,28.2206500807258,86.62265982098882,5.938374106481981,202.51484847004264,rice
86.87127460329884,39.542677251107925,40.99056423808484,20.710302316672188,81.06344416159074,5.737218500692754,280.4366149033085,rice
92.19628861526773,29.56716927454454,32.289562911538425,26.428506421241824,80.3131033347947,6.511644699440003,177.6138793404976,rice
82.98111900712891,44.412138100602256,43.65162841677569,29.502757568900304,82.62217152677071,6.889525672528059,234.43850050332392,rice
78.12322788252065,37.95161354584911,39.580779871559265,24.16047419388991,76.42161846393215,6.355669429547976,301.89748984842464,rice
85.68675211210862,50.43957873242497,40.790354506849134,25.242654629865065,79.05090680127002,6.637608796254877,300.1799244716004,rice
89.48538079141618,50.48487291690778,32.774124727174396,24.84474580510782,89.97625346340445,6.8868416792596685,252.84222454261712,rice
88.18842816024208,27.552892698594402,37.96545016532361,25.712872656673913,79.84252173103742,6.487733114852887,220.88626218078846,rice
99.0783155079156,45.81317409927247,34.150145718302724,25.430451410144492,82.42816525165503,5.455376029982665,249.07240889937955,rice
87.26348147651,43.347106948500915,40.03722382238977,22.836900337351793,87.08532191962786,7.1201706108778104,243.18754976759425,rice
84.73901644630274,47.30468526861842,36.82523009128018,25.15685383447896,82.77301369400068,6.762979676221476,151.0986033834942,rice
59.578685241515075,49.55925847443554,43.46426356876193,22.178755154895583,91.12943348570677,6.0769658230501635,176.6402747709192,rice
73.51038708911801,38.58367140964436,38.535991652963354,27.936534277072298,81.90468797035875,6.600281415055524,227.99069598170755,rice
91.76835486111361,48.282687143131476,39.22717718347393,28.064797450295657,83.90173141822348,7.195471946147819,202.48342165211423,rice
65.29567316669615,45.85161661575153,37.145694301131535,22.130967476168525,79.13962162605287,6.658691918286478,305.47607422414404,rice
81.30303581195707,42.437062665667334,38.53660354685477,18.193746600691796,78.95809457449751,7.763915309910707,205.78749554919312,rice
65.04799735668321,37.608644448716575,39.53444818838045,24.21043078339862,80.78865376297868,6.925915609784819,237.80667257748672,rice
72.21455439836636,60.90652035722708,52.59144415118186,20.749543892321295,81.54893427049689,7.236860150934616,263.8100341060645,rice
74.4045349207678,53.37043956472368,46.734680109653766,23.955438197062154,73.4252730829349,6.117952197837209,237.45547471397535,rice
88.38934485511268,34.311504019253356,45.162215221257746,24.20739049635083,85.68948988199351,6.511678620242648,253.32043131970786,rice
87.0436275044081,52.84563019977525,37.05805443238209,20.06702900493237,79.47719531670455,7.11037327992996,220.89323441758262,rice
89.11825701389978,56.98752204735182,42.923811285326686,22.57432800138374,85.0829351604724,5.557023016449595,229.4454582468561,rice
81.34992842235214,41.05238355154417,29.939412493727176,28.451163799580367,79.19939759741385,5.607034065644743,181.0630409261246,rice
78.84580856826024,30.214661153245814,40.32571112195689,23.6203109876548,77.02444007943816,5.949923061530433,202.1511323983386,rice
67.88984866563233,41.48724628385663,36.47228536557668,23.294608038012456,74.35552838499676,7.0139781716781116,220.49118493787333,rice
77.5577545311289,58.02034807725478,44.982353510774715,25.881873291514268,86.05093327179782,6.925537217904287,168.19468318448418,rice
81.61592290354365,54.83321178475,35.99349447501203,23.228484346266118,82.57579533904504,6.06838146124866,222.90830157781346,rice
90.41351316999103,32.873561674684055,44.453645263538505,24.591474756733653,83.21870040387972,6.129498527710399,233.6020158621333,rice
71.66468162125179,50.61333010528132,36.35281482201018,21.445492653954716,92.54116192651249,6.514885572696507,262.1314127388583,rice
86.7538351810021,57.14425872116413,36.737787966688984,22.59058293481893,77.28537789048333,5.8067987174608255,257.11239431771764,rice
78.69137367053256,50.675467049147514,42.41611674576431,24.981892304389024,85.80821479301828,6.421577218253155,203.55745971432958,rice
78.91763651252069,48.892652869461415,34.721908054189456,16.986266351823218,84.87010171454959,5.812220508631383,253.14733052936404,rice
83.78056267331394,36.80476604504274,45.200754883692284,17.688008751707862,81.41756317090523,7.046423827891489,243.28736297229418,rice
53.6096455899008,44.99200537841383,37.93609074719611,18.909929966417657,88.76633722072592,5.958599624710761,224.4060573089504,rice
67.66147679813575,36.18895104695386,43.56936591596216,23.407214117077903,84.51571613536352,7.4848826813994425,227.20471361107482,rice
76.3259243756351,29.94038358692974,42.95605046328762,23.985708869277815,73.89778200923904,5.967523611083372,241.0006391284772,rice
63.91804200534787,55.240236607010544,45.457122273285236,24.971243402908364,75.98974101755654,6.6529887296225985,295.5635981478676,rice
76.33284063947292,28.94528696462207,36.93636799971144,18.684672172517644,91.48108938556226,6.475934298187617,224.91176108257383,rice
75.39999698690346,64.11114751646632,42.382227670678446,24.286804724378705,74.92974174090448,7.020014234204133,235.54950241319054,rice
71.00237304958307,35.33177134687571,31.887745105440416,24.262133713000132,96.58943429155063,6.20017923973454,192.85496039589583,rice
83.59742684093482,43.3152897938401,39.13351315248759,26.64658092780193,70.09764399023936,6.091388876051312,150.3027661903932,rice
88.21069655378327,31.971937265942636,41.260796740861004,24.359117141835224,81.83363958527437,6.4181170155126415,192.77550405736497,rice
80.01844798072722,49.2351006026628,31.148634979047024,16.83128878475532,83.63926300957947,5.385760311835193,225.89853112230668,rice
72.18716700099806,48.53059262209405,35.177572307958975,23.62643538248196,72.73955207963428,6.385222635432562,278.2553912768872,rice
62.89066172720332,50.99506917907765,37.13905000412858,21.842775384993896,87.0064356920865,7.044930698249988,300.95177112456076,rice
94.34973461484488,45.149052542184215,42.139982218976094,20.16450414792529,88.58743333241591,7.274002794820016,272.4898931838348,rice
77.31747970504706,37.40537827772977,48.798559725808744,23.691189745601182,77.77254516373762,6.023370500308302,292.7379402584653,rice
80.34419249566584,45.78576294387945,43.66387872108784,21.049717938750877,86.32518563131336,6.632743313580574,252.02158670823255,rice
93.11815718825522,41.57532499105537,41.29692020688443,19.081950538474825,82.96102327921636,7.324352321508443,199.0423144403323,rice
84.40856944913631,44.63970329809694,41.47672923179513,25.746624317146132,89.11244772690597,6.843446706381024,267.6506896300703,rice
84.26465873187433,35.95353585370853,39.36273921436489,19.740700976996145,90.7440424157899,6.855392607670585,248.8911544775324,rice
57.858447496842196,40.03602368495965,41.78684405069514,22.355918617443788,95.3428455513976,6.620455069549835,248.6817941695998,rice
76.33771586695983,52.04789070613181,36.74980847228858,23.545312177675143,86.75613909364537,6.3895015954144965,306.38834487836914,rice
80.4555380921769,40.51134359948846,41.12369159564053,17.613686082478917,81.32245365957124,5.651179436319307,232.1986091576718,rice
70.55031821545629,46.55476853820358,41.02172370950256,20.79366906050538,77.37898734899018,6.352515200986209,288.4269539318382,rice
72.4841119704267,32.69324606199959,45.77051973088631,23.983754262389187,78.44416665644827,6.964838605666198,240.37134553362137,rice
69.43267166573678,38.33065321736968,45.87301280906802,23.56111769536655,83.98375953585854,6.050989236924521,228.20022852808182,rice
83.98369497643287,51.79365512749642,43.97260404628763,23.24556060319294,76.18125068079335,7.03745222561475,229.16670050294655,rice
66.41915910779562,36.40929302312368,41.04148500674328,19.59877241760418,86.20091322951394,6.640728689930932,236.1102159220812,rice
90.64122479070794,69.81683888325202,32.94964749049457,24.860653449992355,83.49699165767424,6.857020459882644,320.4389600806138,rice
60.535311707542235,52.739773142699306,45.027720619570744,25.22120123009792,75.17479705968915,6.374172710665606,256.20030474321277,rice
65.25178922062798,46.858782906945095,42.39797436517837,21.530299699767436,78.22701830113273,6.106558713963295,257.3449319720053,rice
98.13904088735507,46.657825781946435,40.51839199637175,19.806713829223433,83.66561686024754,7.166288669341974,260.4214796543119,rice
88.41920700278516,27.80804815959411,45.617735150138095,26.16051987447186,78.85333303845749,6.073945041774261,194.3685120576218,rice
82.9439104437499,38.291678496087854,39.52658163297849,23.66663614629382,86.03944134103247,7.310296992503406,177.87849796643934,rice
73.34988315105063,41.89477392851596,39.11709455433345,23.56936463562417,89.19518824308086,6.655085270592858,242.21383029358773,rice
58.092374917756686,49.168258791928984,45.260976856996386,28.046462138839807,77.13429839214643,7.365286677106166,263.8672054833902,rice
106.58837310178662,51.09232215016154,36.704128715064634,24.66459654370261,88.878354258654,6.278710175722221,191.17721269012122,rice
79.94112928187003,47.58532049639473,40.785331546256494,23.62787322520386,86.27247783235046,6.486719759066747,273.28385233976,rice
78.9054349031867,44.602648684036545,40.91356548116172,19.364185858740186,72.60465028725613,6.567848811169539,247.57548276167932,rice
71.59120525803989,34.01283860073428,41.18420895604786,22.56411970847363,80.67150900426815,6.603813386638762,270.3623447800434,rice
75.0277546282155,43.73988679149978,42.27652397074535,26.88381488780256,73.05923325728608,6.3507585503751605,226.16431812243235,rice
104.28442432330058,50.51582458077195,34.493465806499316,24.191161024587117,79.33322885621135,7.691264130841487,220.5332149888566,rice
77.00489652375855,48.64621457419282,39.71837646471663,19.894048102926952,85.50798819238706,6.624567083085693,253.24499740595414,rice
91.92000285322727,46.092122893765726,42.109200903028416,17.979984871771343,88.9302246528281,6.590997359324668,214.58847050691728,rice
70.21311840160206,36.04824900491167,38.37531446927122,25.220435176657197,81.50714349557038,6.703803458077204,187.32028567281066,rice
79.35719766134878,46.31297058556046,41.958734988021675,23.103034124542965,83.79848284455596,5.997616751336253,254.05972389450434,rice
89.37014866614906,51.14783506516483,41.058197445346586,22.734020577192677,85.31330025082364,5.641376989480577,144.60994034598315,rice
77.1751894840081,46.84161507802154,35.35208673541669,23.37156895754169,80.6091072062004,7.3603948096216785,265.81209561557915,rice
72.84301385840276,35.043604793583164,37.38157776149365,19.581981539321212,79.10685388575635,7.289269592226821,168.2643915568904,rice
85.47859051529605,81.6504743217572,39.402679907141525,22.46156083658574,83.35546304326301,5.604543601281424,241.53083578884923,rice
77.09053849424609,54.58743604683669,35.15029519179058,20.478384838340546,75.10720202646586,5.8378136738513104,271.81120515610723,rice
75.20745793226752,54.4564481495347,39.24017314240671,21.482725739922333,82.29590472967028,7.298972629701114,191.52981971501185,rice
76.27007367023178,52.80864368105906,39.3813930790778,20.082418946082203,87.67783072623153,6.532907039321017,271.811871417115,rice
72.87389572051033,45.769648956125984,33.36550793172001,21.080719832198458,78.2052809704802,7.027057450483834,141.5921161690028,rice
100.20862928753277,48.48243714426975,39.437793937483185,22.696435268491967,87.55827694815494,6.791210263129271,224.79220725196225,rice
78.21548721502911,57.45810728058838,39.797957960437415,21.480197228705443,78.23198166539683,6.264926069957733,241.8482872953386,rice
74.6014026531266,45.74658568935739,38.11195644745228,21.744661317065447,82.72056738348026,6.668854557202618,206.0419309611904,rice
93.17683040141176,49.12558845668331,50.19692430297062,19.296150239105128,82.75488066761422,6.083035286460528,281.1707992356879,rice
68.97699639466529,39.54056696999065,38.51197386996763,20.70227759771632,77.19775346642034,6.5816072909729755,261.684862058916,rice
87.40691705676065,45.846687871478004,38.036999718943434,24.550334403726332,86.28416309267652,6.071495715494464,276.8129750764572,rice
94.20324593634913,40.097096869074534,41.610789384507164,20.804014970365948,86.95127560693628,6.867400894622084,272.4198450228081,rice
92.65414888358158,53.52775615148721,44.00309180749217,23.592219409409026,82.60735510216593,6.487164431327381,270.01928455131326,rice
86.81757831487681,40.292032505003235,41.02700618844478,23.962213763065716,87.27064477022225,6.838264692324573,213.57169732196417,rice
81.4194425032131,46.30913316365853,42.666321341110645,20.6123056433271,85.83421660028272,7.310800825334326,252.8287629273567,rice
83.03524658504867,64.25327997387129,39.422806818414394,24.82446438210831,79.81089399691952,6.680322514362903,270.46726958180096,rice
82.35623244268982,40.70479702360288,23.722068732094478,14.29454418987174,59.43447682474293,6.83727673385265,87.20630732480099,maize
86.39417651564789,44.96599589048043,13.128435562065718,20.19456082235847,62.645135422656196,6.462078824955998,70.62127808255501,maize
85.10684235462631,31.705484707240206,18.892093118501933,22.42714953308843,62.14269520082431,5.915914929523693,59.8373237295445,maize
79.11218814478818,56.376530840936105,15.874251753262943,19.75105552116972,58.57427301116371,6.157989729962897,109.1779641787796,maize
92.5532781768591,47.93440953612462,20.85574430134064,16.58229007095892,74.37200401050278,6.898483616451451,84.03513243375504,maize
75.04092279180956,48.30399845705941,21.487075430725554,23.556573283631327,66.54566987146741,6.083676270742712,44.008714699396094,maize
77.98813710375839,63.4749246534049,30.479837905649802,18.1685757174931,67.16196998075017,6.668672272816471,91.39585771623271,maize
78.48225207980678,59.50135772821201,19.495269824251263,29.75318344691246,57.98972198484923,6.346367128771272,88.66911593627283,maize
93.87322114888946,51.04278201141544,18.424254723115666,21.65570443643275,64.67441141606567,6.368747392068695,65.2108192880971,maize
96.45874925725268,42.005028568376694,19.826866932165778,23.152550478395092,61.24397787736138,7.203011986460969,110.28135758806307,maize
88.66615380043488,41.06664543984283,24.44938044561411,19.416555191022315,63.41910566877774,6.849793319425986,69.11331113506665,maize
70.09604331221783,67.71353954593627,24.488545341482943,16.98718098623338,67.14900511274116,6.958585087456099,84.11661390861444,maize
77.45496034302666,39.870128165442,28.718078695851084,23.609396760808025,61.33837212823373,6.122158800952985,98.21372248237982,maize
70.51750080283169,39.50157055695864,13.685959527832338,19.825144892824007,60.58632899709727,6.902237171756619,100.36142750715779,maize
91.84105456606676,55.82673426709876,19.642173527222432,20.843325033253485,66.07384390858158,6.455533454021949,62.78608635859625,maize
75.2553660938126,62.09739018943592,14.471529820309877,20.666324562325634,56.234527141395084,8.24121691539884,71.93555937057093,maize
80.92965677970335,50.18803174018888,17.15657948623761,21.937251734457867,70.60937737588544,6.930495816203571,89.5980449976504,maize
73.12015891305239,41.40586866302077,16.608543472357717,20.671952059975702,65.23724189308967,6.049683888330226,33.28904303690301,maize
76.60098931249942,67.1217338869287,16.845336574161767,22.59542578702997,61.359172317024175,5.807840726669741,87.92385912381508,maize
73.05255198458114,30.985121746410858,9.761784808584657,24.69735590531147,64.72019585344215,6.480589668267296,68.34628937629364,maize
80.11371991807103,37.57335752195314,25.86903064587639,31.063064183939186,66.92306509300181,6.493711479935022,87.05850525604872,maize
95.17475297634189,42.52156933095279,24.69506266809639,21.510469049184124,66.98469230291101,6.691624976240808,53.45660438542489,maize
91.1643626389449,19.583326650481304,18.37362788973338,24.723954917559016,57.820499889547385,5.669290087145089,79.03659650824886,maize
84.36219945929598,22.563615409822468,22.243402680098672,26.681596833772282,63.66034081088294,6.499815427099983,110.90027711270501,maize
78.55775478631962,35.40467214037566,16.363053759465483,22.625875913524048,66.94989534313132,6.481489272212143,112.17003973477357,maize
74.3593349938788,46.93745880974136,11.646890674166755,25.937664537774953,56.355570914999355,6.440976464159013,72.87352189599022,maize
105.8102592647252,52.45392713884649,22.08058331691109,29.09711518636841,57.343682748125794,6.416417372809254,88.76194839084224,maize
86.90846062162812,24.929906779352496,11.871403048328757,16.348737670537638,61.03753358266387,7.2468306879412685,64.94763842808338,maize
86.37832597138461,52.74748148081596,26.78356446067932,20.12035330091605,64.38430993764395,7.0152557040715955,104.26784114717773,maize
70.23145671828594,39.05552100014415,24.632879289142853,24.1883751398638,68.01078484286279,6.134166957904931,43.812817528932,maize
75.74194761029537,50.90783340290587,19.442041824969586,24.47951349161646,55.89537260688135,6.7132326107054,96.66912218051263,maize
61.33938147949011,52.78038061608088,29.860530644367095,23.554882775701873,61.70983278234609,6.1826301987558026,87.3176849305395,maize
87.14053874753452,32.189734235418115,13.442020784793112,26.424624461944685,72.53208960398491,7.214816446148749,60.56834160185191,maize
89.12755250782533,35.08101788248684,20.605352522406942,22.991937689731607,63.390840219845394,6.6633190913153095,93.42811706658827,maize
73.76689596016584,53.31976938388335,21.60426701911506,18.37202674116411,62.500627746182374,6.306860554027705,83.97557509776274,maize
82.9043132679829,33.957605864620504,13.729364470390788,20.765516528104584,67.54238229794855,6.300811172610969,123.02721531373177,maize
92.16506907687025,36.83087790562528,22.879597131971295,27.249841663864785,66.12409664015489,6.266886340644816,127.69221470178707,maize
94.4368162088958,44.76303304895189,23.665088236110055,24.001546789416416,61.417088514759946,6.306911835648413,68.2701755416206,maize
85.50022929352,39.82830194093344,27.906054907742327,26.028373149623192,63.19982562611007,6.704238142991332,104.88122577309764,maize
79.06110628948034,53.100855473635555,16.55190139377536,17.62292458563493,67.50775237356393,6.147465230948077,52.26439130175263,maize
75.18161633444097,60.16677943980453,27.807228415879838,19.94167478994895,60.10590847835285,6.40888959960927,81.82726462003937,maize
72.70476748043286,53.88706240412801,16.28626432969148,17.84190611391527,65.97565244316148,6.682917132119535,64.258059946322,maize
67.47606444397009,48.564183997037,21.390774151763335,25.450621177399817,67.52515506088143,6.103844852259819,39.20577748968927,maize
66.14579581615104,16.039497421092932,23.44580751516819,23.558284938408036,58.7595791941452,7.052944082823056,98.70191569383961,maize
89.54288664528951,25.87336986248204,15.879259203707559,17.249904265393724,59.98299715321162,6.211760998409156,74.62675821733744,maize
78.30817038880524,31.220406202973322,15.207316702425,20.574893624762755,64.86360599626138,6.361019043218679,120.09099420513708,maize
60.87443482717987,52.87003303685783,22.90627211980732,24.743686559963248,68.38048033715175,6.537148992083366,61.12640410757734,maize
96.26658202036617,26.960033899245246,12.04665345904663,24.370502706716657,66.65597114884591,7.538852719509652,49.46154295158691,maize
82.12481020352465,50.93229718210855,17.9803258455772,21.29525050118722,67.9785971767503,5.290947753898537,72.88478840201499,maize
67.17762866666453,38.621381388134374,18.354858297549118,22.613470514165652,65.43996717119596,6.3974154063526685,86.53722238191641,maize
66.83814994751604,56.7410760919669,13.654502376573479,17.690501218451374,64.49757256947055,6.5038698940777175,108.15370908628478,maize
79.96169935425556,64.94222012097278,25.363931000288826,17.228224638948973,59.922623481196744,6.49390175542798,76.20325363953785,maize
85.11545279235142,34.08626678318636,9.542191593138094,22.098181177833794,57.513970346181324,6.727833778793653,102.59917093381091,maize
82.89611385646006,46.6973486636411,11.729852087832285,23.647284271192625,63.64156379982709,6.852685133930093,89.03716204763,maize
67.67754541100192,45.71969103091544,19.202227879468957,18.143721808428605,67.29910816371083,6.4871058003991475,81.28434429677503,maize
79.51683577416878,55.889573701529436,20.829904748647547,17.475969397967052,57.722307236966145,6.722278600518586,84.83711375365358,maize
84.81778741236798,32.69102472145829,12.510203301823337,23.685237130046744,71.42195201345402,6.933706321815306,63.08373192606056,maize
81.70140811310998,26.639218855696313,22.418119276367324,18.294567230811047,68.28004645817137,5.989590621823304,110.52844500869082,maize
78.36509953302955,32.243661923965675,14.578652592165469,21.273420168929917,64.20089649494489,6.286919267093283,82.0285785570273,maize
104.50843390540206,30.11004316274036,20.157941188994567,18.980674868137122,66.56803630520828,6.447850543760404,38.91223252763888,maize
69.4885220036262,34.298489061473305,24.83128488026823,21.621259074454148,57.7580778374605,5.699645054458221,93.95328564326,maize
75.3529901724458,30.12493874374821,18.19459810894755,21.855825083319065,54.30040053642013,7.115648404198133,103.18374008743302,maize
82.27238872720578,52.93718542572849,18.924404008796223,19.857452786602764,66.01935953815754,6.541820843921587,92.57700801694844,maize
70.69183551304265,66.40518716696387,20.343597259559452,26.784027265025202,74.1551751661233,5.548848327107048,150.29773207772968,maize
81.64015781859908,65.98310526046284,32.308063146788044,17.943893832642228,67.5554025660729,6.2216294452043925,77.43222886484138,maize
87.0459904493957,47.43520835489835,24.958678439152823,22.324969581955298,64.9672584629406,6.09286666152109,54.20696797188555,maize
67.47849616314654,37.49995499052024,27.071211737655737,20.394284180339888,70.8919212457663,6.962287319167252,64.98986837330594,maize
85.19151912791828,24.279168909957857,25.96636920452466,22.431898903375462,68.8503549959682,5.845284735218213,67.6782701987253,maize
66.62610647145941,37.8538783426077,17.19802280346257,22.788083016888475,67.51417386232028,6.919999687696193,69.42626843577591,maize
79.50429140901853,47.04767693146954,17.54125389098432,19.95191567976265,58.34039400015043,6.001054680105348,92.06131434664776,maize
73.38447329580194,36.18438746575337,24.543344079141583,23.221996030582726,69.8857178808209,6.244403056747008,84.07491131279757,maize
88.66164746365824,47.652213620734436,27.219413200156744,25.509300536581204,63.72227482442736,7.238497146503458,91.04590183981924,maize
95.32310550762482,37.38756702151695,28.408974693046545,22.329713259240748,65.64572741793278,6.667167318147581,98.33578430852027,maize
89.12762504027145,62.893650705830524,17.233136736118833,25.0219201087367,67.54068508855396,6.842119620719932,87.96542411728794,maize
93.88803372640098,31.602452068761746,17.855704656449717,20.03016228236355,60.704095615371536,6.45973241362769,87.27868190164557,maize
72.2112513276854,43.07542287567537,14.929178677050734,15.049565330574318,59.59565809411204,7.192918450980605,101.53997650821817,maize
85.95446193416254,38.4232811844508,19.097503373736856,26.313180539080285,69.25460844617979,7.59634143407176,57.752716614497146,maize
78.6871802305948,59.04651820185364,22.027594374383686,19.944201450777825,73.99828131359725,5.400512173289752,110.07143483659101,maize
81.44138636852159,36.02394592998037,20.403665409995583,22.222683040883066,62.05774988196271,6.308644797701807,67.73987748824277,maize
81.60828338435911,44.562906093849236,26.883281674477814,19.362396611347545,69.2667177660595,7.1175767744194625,67.6532539532645,maize
78.37893299902512,36.34473062977994,14.772946684249966,20.87075628487453,74.33271482481224,6.338965531145714,105.58547651010377,maize
65.65759535216671,42.940285027835735,25.160823783192143,19.044458200902582,64.78533331593462,6.720462588592935,141.93650433573512,maize
72.80148292681764,59.03046842157042,14.079276989219013,21.85846237611537,59.383410808721834,6.399425885682814,63.67266150361184,maize
65.8626460633272,38.481973278491296,24.48578586516504,25.241765634925365,65.98966317231154,5.7264355003452545,83.68709008558174,maize
79.48646429965714,61.2234273118651,19.441947988501393,23.100877372717683,61.009973157552174,6.446253122348319,129.87377499104056,maize
79.8024317208725,34.98970487215814,10.149407951427523,21.88894660375357,58.083882058896265,6.310904270436101,101.57276271447324,maize
