label,N,P,K,temperature,humidity,ph,rainfall
Almond,17.99712036778625,20.243124314886632,19.73851898587351,22.06341976193393,57.97391877130968,6.358616085210935,103.97440044554469
Almond,17.93717237223563,19.28134569479528,20.353760032782148,21.19413829947429,64.76475162113859,6.642840097299339,98.54874475923756
Almond,18.501946613943762,21.3714852414903,21.9478721103927,21.759061813187742,61.00423080233041,6.486784537604753,104.46420689464668
Almond,19.176128876717463,20.060117018869473,19.042924924118697,21.82964961966653,61.465756998933266,6.540456978578853,106.87446468661273
Almond,20.65879713265333,17.456367677573418,19.289031932871385,22.564418532289448,60.06907833061956,6.411110362648269,100.5009617782269
Almond,20.50066320151438,19.614512766847078,20.73671124409183,21.483972389632417,60.16120240904232,6.56828747551127,101.15349508753194
Almond,19.651396124688453,21.58260215096413,20.54495819057872,22.188860456054783,62.039102896636045,6.393444034712839,105.93724007221661
Almond,17.81624954765737,20.00131318995179,20.237816068417263,21.25767787248307,59.37377144171102,6.489939942986327,103.80878551138166
Almond,18.599470021311344,19.576563642788226,20.188157602759684,22.920690122780172,60.522495076192165,6.468857387131948,99.23484847471492
Almond,20.704054539970674,18.798621281027934,20.098415491125863,21.922066250773476,59.75032314039343,6.434506077513,103.96490453733561
Almond,22.15471748237289,19.701402324298762,20.78796031650879,22.03184995513401,60.50778542574537,6.574257586002601,97.19525910080446
Almond,21.26315863986846,21.139117270059646,19.491457069872443,22.107378781377594,59.70691395281977,6.59333814899626,102.0889066700229
Almond,22.0301651900324,19.910220034981084,20.70293042247261,21.88216453131191,55.928542265042964,6.6093407932164085,104.19224783671535
Almond,17.726795514290856,21.13727914047059,19.686136101007268,21.10867097277306,59.37716078065694,6.434701422605487,104.18988455627647
Almond,20.06196220022866,21.590417542529533,19.378046363999786,22.066600552346276,61.2190038465909,6.590448812494974,107.1707352924399
Almond,18.291329702473902,18.709587443544923,20.25855002678337,21.85532316430361,61.9006429948625,6.682961163288942,98.93271914659528
Almond,18.40100973355355,20.146574234660303,19.456652847401987,22.11680624207035,60.461095485083014,6.530254947611779,101.31525995437723
Almond,22.46829218409647,20.267439871774712,18.955283118269612,21.4289021455862,61.65377385246536,6.597023929257047,96.88943042124973
Almond,18.27666761397872,20.709316143990833,19.156385097260763,22.368882882391862,61.92000730090746,6.4414211828062875,93.695089571683
Almond,18.979441967563726,21.25156035990464,20.233180443972337,21.07826416754434,61.702136788533856,6.464873936846342,109.74744403171265
Almond,20.703339802061436,21.252074045277617,19.42722392582391,20.772854198372,60.69922332111719,6.5734176789551295,101.26886722099155
Almond,19.404150045640076,20.789148307000364,19.830624309849696,22.432673861857197,57.64290484750132,6.39192863218195,91.99640352464056
Almond,18.49838008254678,19.52205440043703,20.05969118867744,22.52452383880706,60.63696046039356,6.456826793392906,91.98796067850346
Almond,19.095624085232128,20.057451836346385,20.53221037914592,22.115368931336143,63.16433828209277,6.514282994177317,97.44982442342209
Almond,21.23178646127051,19.530821038275477,20.258659952251087,22.366791589849004,60.6420017440655,6.5508003406616275,95.03286797553632
Almond,21.557052031167803,20.05177327847711,19.135809589189268,21.69978970297085,61.094688103066744,6.497122651572152,98.28998592284239
Almond,22.359440106311478,21.72915392105392,18.909255093426715,22.657108723412858,61.21223895760204,6.501995424532616,102.22708158536852
Almond,19.1004705404031,19.20486134100807,19.78343423289111,22.19175646201625,60.528149343377024,6.655461450555879,97.5151424922821
Almond,20.085825268241376,19.291938030696276,18.63094324316037,21.53057620603294,60.39595011050488,6.6095673240948045,95.13064198279007
Almond,18.658198408647266,20.011954450839198,20.44665698730494,22.161840644010017,59.073240916159385,6.312746390125557,105.31311779054414
Almond,18.252082980626916,20.56269473895554,19.47233416518415,22.144050808785355,62.96579051063132,6.430623409788243,99.84452609138307
Almond,19.476788646320497,20.825642689596354,19.479184683481638,22.527916716327294,58.99942339193708,6.425416039664287,105.31662398352768
Almond,19.868373714965607,19.004934283099487,20.8762991033843,22.418846608042127,59.122232462964895,6.483975540819852,107.03300118199107
Almond,19.128266432603468,20.513774562039266,21.137340805957695,21.870726823480037,57.19077367086436,6.59770765023729,99.8623230175411
Almond,17.254046044731947,19.787742302118787,21.770956427177534,21.859855156004812,61.446249893243724,6.521153256916371,99.1721663612156
Almond,19.848883898012136,21.189044671682094,19.836912654153565,21.598771132746545,62.4467750415346,6.365439316708127,94.0139300540384
Almond,21.47774481254314,20.381183721461632,20.517347598700674,22.82459535730807,57.83298527089843,6.402956503416076,98.97060358844912
Almond,19.10596975039476,19.71279538365856,21.491422047378933,22.546783574354166,61.15021010441084,6.57165238563349,100.62873350162442
Almond,19.93154853194451,20.37080021233691,20.791339531515376,22.133035548294977,59.64879776103166,6.666054679018452,99.48159732437124
Almond,19.490425966186063,19.702465409003413,19.064071943914158,22.329482229289884,61.36217775783143,6.582957376342501,105.00874027699632
Almond,20.13613919038708,21.047396429836837,20.193722303705503,21.55869324413842,59.828679531334224,6.640467470035297,100.8652184061925
Almond,22.02291227850608,20.71558127774122,19.77229567306901,22.237526218879335,58.16199085468863,6.450260155572843,99.42892155949592
Almond,20.260679535595635,21.281701953321914,18.718667798347244,22.5693092078639,59.362445277444436,6.695732713545164,108.31793688237833
Almond,19.746096130975463,19.33223879354702,21.317758053482923,21.797854828809346,60.149325412439836,6.431014233592162,96.06550623343179
Almond,21.642445299787006,20.381089880607032,20.075455252293768,21.528779350132602,62.72047279989735,6.513353044320538,102.23569501754478
Almond,19.160056620774427,18.017307029494823,19.07352654761542,22.536542195406692,60.271803738646625,6.45465134100634,104.93622172150614
Almond,20.018780839242293,20.603065926802035,19.68502857518482,22.19525376241176,61.73057125660577,6.394131871429791,104.20327699782861
Almond,20.61246275126282,20.75859019668487,19.74700393931098,22.36349150367638,59.38740405894025,6.5003976389706635,101.6651084050325
Almond,19.622935950759874,20.373512080221747,21.397583643434906,22.15786929911252,58.8612332405091,6.5293601231947145,105.95020091100788
Almond,21.35342629386705,20.54466373911094,17.516814591772015,21.713757846650697,57.63272908263145,6.580327315545392,106.39062848083745
Almond,20.90498936099324,19.49322450266163,18.666726504106006,22.09339329920434,61.00567000299054,6.48590657454883,94.2205931775989
Almond,20.810707133956857,20.122489787204444,20.482979308845714,22.191531661087318,60.30915766446591,6.241909636301772,100.84033082434114
Almond,21.869626459002788,18.882332492145245,19.903302224369906,22.034336944164785,56.31324755687895,6.506813712074912,101.26350988376451
Almond,19.403273302994485,20.59655290710076,21.349337024620507,21.59923789732794,59.709740302716284,6.410404816851019,105.53891036694668
Almond,20.566336094001777,18.91465382435474,20.810962296373944,22.50283989738467,58.6613953821109,6.304580991983034,94.30260397132406
Almond,17.984271690142545,21.27641899903065,20.09319191746101,22.26695799625288,63.44905376684925,6.581151336640423,107.14419898846396
Almond,16.59287868230879,20.264339916883728,18.90066905687551,22.3983803117465,61.70612670012856,6.481339576039528,101.81351020939773
Almond,20.87077050117991,20.886170214489987,19.508012654249917,22.265994569813024,58.28552623705121,6.298277592494085,97.85251785386563
Almond,19.437857157721275,20.598739824581003,20.064220560397292,21.305554329035793,58.56867955051737,6.4891156404921935,99.47778798031335
Almond,20.55522971804322,18.443350149999496,19.90844834809719,21.57705857024515,61.75675903481351,6.452859287790609,104.21465583337337
Almond,19.571734756556303,17.937643262012735,20.444901437495627,21.69730087235228,61.98007597361277,6.525537696342207,102.35250509887862
Almond,18.878298948205135,20.553369993162814,20.480010012051547,21.909717895887947,58.97937978956486,6.518923343279444,106.36834634682731
Almond,19.369810832447055,18.827619207971182,22.5411906960654,22.42936069111735,59.792615579728746,6.428305331936971,95.64496768057212
Almond,19.48871164779458,18.56494364432928,21.231165069094803,22.261849840470735,63.738114021744735,6.433658064015083,91.51175208775236
Almond,20.588420385057653,19.497548503518964,19.05707290800802,22.473021521389878,60.0970150137499,6.532908089375105,99.71421372097345
Almond,20.088489219493074,20.9099349876479,20.547467620238827,22.864533235568057,65.44650933716795,6.330838000154289,107.06742468269717
Almond,20.319700879840763,19.8765074711919,19.654009690138434,23.30245645204527,57.336134475439536,6.684915506762611,101.33194111002165
Almond,19.729405337631082,19.46695819520321,19.34207359529645,22.42139497412556,58.35656675186059,6.530055925554523,101.73341678201116
Almond,19.910255654443418,18.12829766069029,21.465676992923665,23.047503770594293,60.73345815011464,6.612893085385424,98.12973643704139
Almond,19.638254495729637,21.8129849319194,20.0498753148347,21.71024475455824,57.99317052874471,6.491398527936382,104.43053888102244
Almond,18.433022607590928,19.547031091630267,21.159447060261602,21.190292718508957,59.795131653861944,6.484897068437709,101.98877752410414
Almond,19.91678107265797,17.608776788113687,17.90362981247645,21.480757351238015,61.04508100168868,6.557694234029166,101.39202121478675
Almond,19.876302751036146,20.07918877391917,20.443357761980877,22.144499379766184,62.10194727218757,6.4062988635819424,101.71262646500779
Almond,20.0722090541074,19.730492829617678,19.24544772517077,21.88396923378082,61.006075660888385,6.49807683866452,91.45190541240846
Almond,20.68934917903173,20.523887166247636,19.32207147403962,21.3464899206161,60.276792543688714,6.392226007149059,101.75524348296697
Almond,20.441352896166894,20.853357445297426,21.027988812036327,21.138288205231756,56.138971591045184,6.475481999179004,93.30225967241404
Almond,21.837933014600374,19.83269723821618,21.752607586394614,22.79091634850531,61.53064586370802,6.44108685852515,97.20968429615698
Almond,20.710358615870994,20.794317797042407,21.19462568954429,21.755729626363177,59.99049062440843,6.49199897229454,102.73842991656252
Almond,20.876818685792724,19.772438729610997,20.66163657270622,21.71858576389416,59.60058258007652,6.414319464606031,97.47001655556724
Almond,17.46574122773938,20.244643039698563,19.288584578594936,21.787739935071592,62.78838929666469,6.401124731847341,101.32317290999498
Almond,20.360445381702416,18.707010683668837,18.373414406747237,21.946067065043636,60.57408975391157,6.451350521216914,103.6483439292452
Almond,20.978031212672928,19.654451745831597,19.52888128206602,22.017595215096573,61.589133495234506,6.5441511399758845,97.38057641319928
Almond,19.901818812631056,19.339954128676364,20.36977129812525,22.235231168446266,58.34167449684168,6.46749974178234,109.24573322132409
Almond,20.917087221244955,20.937252757790876,19.42052640951983,22.05719252587583,60.92485398080895,6.451671158414137,92.7667469383631
Almond,20.81025990730769,19.994432409780874,21.72996148744677,21.639109110694413,55.68382091101847,6.440265598973828,103.91860868111932
Almond,18.529451845601322,18.421257387957553,20.92728307609683,22.629489259356205,56.131468747766164,6.39178134660794,108.03612125359847
Apple,25.149914251599423,24.469030942711647,21.201839700339864,21.698497547167836,59.968992229325636,6.4489018596630014,97.34297051363461
Apple,26.417357478236518,24.670476065678116,24.775477107593655,21.448811316278004,59.26638119353775,6.334902762501439,103.54349301639162
Apple,26.164004707506745,22.669337982414774,24.25152925695415,22.127841003286616,58.58036466515226,6.6141106242359715,97.37075428713491
Apple,26.903366899442997,23.06422826947443,23.257235038147762,23.135022635218427,59.11350220259107,6.45996419494776,91.89265639531096
Apple,25.78712689245318,23.264883025549874,24.030272389087017,22.27754188703409,59.7133382156162,6.688006128953355,101.8190593782289
Apple,23.97318676139867,22.38989779150821,24.48318991343356,22.73104944740714,62.386481523405415,6.5859388237732785,97.46357684041698
Apple,26.14456478002494,24.462367561252737,22.626892746609762,22.378266277375943,58.88649587840515,6.451697243232145,108.33529803080715
Apple,25.892545892371736,24.80790114838328,22.69608024602189,21.793194357576123,63.07182296156745,6.484412268175939,98.0496099186193
Apple,25.715311578666437,22.19369624349878,24.71437901966043,22.075438043509173,61.651593921089884,6.529902044769954,102.33120219732831
Apple,23.07616255781773,23.88177924357467,23.841163144066932,22.664636260721196,61.08325432981967,6.489583408009518,93.59816515662068
Apple,25.60618491827637,23.75185118737328,24.315883099996785,22.378492901228153,59.411374611267966,6.528890382735145,93.84418959895447
Apple,25.467685155455506,22.50005163581947,24.172344272987054,22.470090316524747,58.34339526489043,6.354711236386543,104.32906836725329
Apple,24.42284538957974,24.645059286213446,23.90727981845439,21.50351126426011,61.951835783112436,6.341321831490422,100.074567024384
Apple,25.90770568353538,22.80161715879931,25.30409688280089,22.08471805055996,57.12549248926779,6.438286292566028,98.15045459152586
Apple,24.610345289707862,23.760332463556797,21.729171714120156,21.48962556030387,61.545101421806656,6.418680875020968,105.90535912271461
Apple,25.593584749649754,22.67879312272219,23.41820373692745,22.075710666754098,59.83321984679775,6.3091922578374025,94.20039839836214
Apple,23.192317497055868,24.667454142821327,24.934445158776676,21.691889046038614,64.29568876574564,6.400574805525308,112.81746335551975
Apple,26.231909578648228,22.134477415003857,25.275077971377772,20.99009883556756,58.62513969463237,6.491178145864159,106.00703480246322
Apple,24.693516136349402,22.637732556233104,23.87749326405393,21.78433505787956,60.82419786690825,6.537494598152581,90.4074821057202
Apple,25.138291043372806,24.148311849653073,25.94893065512107,22.050690529550398,62.32213985500875,6.53324123611408,105.88489411915397
Apple,28.313788229452385,21.268821321366676,23.50543326939034,21.382862039715278,60.71588057773954,6.521622640090688,99.06980400700814
Apple,25.833628253545537,23.54502570382903,25.540277314926765,21.86307832754928,60.42694784469057,6.5760962825019575,99.9680736083481
Apple,24.042208124767264,22.537895193412457,22.708290815109525,21.893802971244032,60.12353925618748,6.5843035377192844,89.19881072023747
Apple,25.72652433286138,23.967208868959798,24.202386342784596,21.16352788765589,57.38098347418052,6.295810864692012,102.15043435184792
Apple,23.827073177429384,21.458197696477992,23.547105185411077,23.051400527244144,59.836380368419306,6.630580897577415,101.2053988059674
Apple,26.66397442888547,23.037297048177134,24.835096094570112,21.895238059442605,56.28986497164938,6.6370817542139795,91.66822249549216
Apple,26.266623283971814,22.549962252153474,22.346567006079116,22.588279161135794,56.33432886788246,6.646350930446558,101.7256539457953
Apple,24.6264222987486,23.789394959748527,23.56754754987629,22.106605225457027,63.243709822958365,6.5796250055925976,89.02978049920736
Apple,25.529671564225524,23.24665494059139,24.71327959127216,22.85547536461771,59.338282492803756,6.495186989132723,99.9374011327693
Apple,23.897413750126674,21.960043828898044,23.544840591254122,21.16169008921105,58.08112164463124,6.454050640465133,96.85301816840442
Apple,24.858147221590094,23.719583686474135,23.6629827752031,22.08434326609537,59.915799487912274,6.635961420474949,103.15700932948978
Apple,26.29029975944418,22.109634371252557,23.463634139722057,22.037853242297842,61.52041893223965,6.554533274690301,103.62435720796226
Apple,23.171563853377283,22.130953063054324,24.570966459795578,22.305441380971292,61.54876519862281,6.453351228424927,97.41942419226216
Apple,25.805428428566895,24.389562360289656,23.355572552702945,21.485684400950994,60.58303543315949,6.463150445256599,104.8047820443934
Apple,24.419539396172482,22.688944265592784,23.476444762345878,22.040570486594127,55.321715406119644,6.489623299245566,104.28578435517278
Apple,22.324359536760944,22.39317564423716,25.268507945055614,22.214313404577965,56.43800384398294,6.561113906956426,99.60429318084162
Apple,26.103547657918355,23.066840598068065,24.705118974981968,22.03400714629759,64.3811497854144,6.5384176732970065,95.12749894798858
Apple,25.875226417034234,22.903127623307217,22.894857371596334,22.05976349330359,62.911363082493445,6.356539870456374,109.32964745736554
Apple,26.111414075897137,24.908288136714404,25.046553767286767,21.966469130967987,62.562827690831064,6.436989903168201,97.58104881354527
Apple,25.692008762945655,22.63531055635478,23.841078191787005,21.81990845922917,59.23901909554497,6.540671284957243,97.0372709546602
Apple,24.503146759184535,23.95742771805101,23.30123926451906,22.46512910807661,57.14126753983394,6.458915658911503,102.74522616279644
Apple,25.63828875855723,23.45394529958877,24.352473746161774,22.65457575493237,58.499646608685836,6.466499623618615,109.140597621705
Apple,24.7686708870631,23.67537448427329,23.307200011059017,22.91885753335305,62.797038331723165,6.258506498672976,111.34522262216647
Apple,25.520495998053264,23.402431939513107,24.96117151847468,20.93371714820198,60.419818658696045,6.427004439807176,103.21495048662482
Apple,23.004197482252806,21.9456474621249,25.89930920417917,22.881004911153035,60.23867592251612,6.7713307981784085,100.05488821567204
Apple,24.96478824168929,21.511385356934834,24.985227342981243,23.0006552378679,59.542303853082785,6.4644974129506405,90.8563866973948
Apple,24.44332641753723,20.759206976022853,24.41317853107025,22.517147503367106,62.21948033310294,6.421977873229459,99.72748407096593
Apple,25.853550107361826,24.398299674179235,23.18599839914621,22.095201392744215,56.31981241407527,6.581546075302338,105.79879214040541
Apple,23.7424778356337,22.370095084646575,22.276714644326017,21.86402264422151,62.02034325396541,6.47506523670315,99.37691275798444
Apple,24.98626610151385,22.45518950826289,23.86583343739134,23.325876597786728,59.81706462673328,6.321589298468263,106.68422407822807
Apple,22.915882617230494,21.82054155535533,23.317510022142237,22.465604403012545,58.53447996750847,6.474590519180875,98.59701872242105
Apple,27.046994822229525,22.307426041709977,25.04441598185091,22.330014020814776,59.373770352372404,6.646521343473333,95.35525800904536
Apple,24.00220451179481,21.319750400600615,24.41885040865107,21.956264392865513,57.10434461265056,6.48301610528799,107.91809588952862
Apple,24.995841510202318,24.694305272687444,24.223448416274238,22.105335131656897,60.89672057788532,6.650913591488033,98.90638000567068
Apple,24.796164400838627,23.09647859704288,22.88627522889364,21.806184946735065,61.334475992595976,6.425416770218593,96.41772141583475
Apple,24.9232179111116,23.69300545338671,23.693886403412897,21.996802641560055,59.12265517105297,6.607738745894808,92.12307734277721
Apple,25.279589472118968,23.264104401397404,24.096419431916537,22.362510245270766,59.476937964283444,6.472924421541814,98.18920702520845
Apple,26.10734659102097,21.722859272291135,25.09037951641962,22.498724912091614,59.681834154548966,6.2420300638554815,94.55819854271807
Apple,25.436952939885234,23.060703599559396,23.90573942722128,22.132225073666536,60.287165219919615,6.3954748165335005,101.31769991398862
Apple,23.37924571702565,25.528541350669414,24.232474261825246,22.73214069432394,57.34140474038842,6.540082942344197,101.10775093315276
Apple,22.764764389874408,22.597731167236404,24.69523935226221,21.93985592856961,58.9800056892363,6.617610119875661,95.14332965852863
Apple,26.004976605466513,23.967349699236863,25.0352892046941,21.903495840293676,60.59464464477837,6.495916271815522,97.66845295657967
Apple,24.76222834818302,24.234843861789457,23.603193859977452,22.16287400797448,64.34740055153803,6.662137236147823,95.4933262349847
Apple,24.84894919496149,22.271951610448973,24.282130460962257,21.055634688945677,62.02511445894661,6.4359098843497,103.02518443405626
Apple,24.001477230261248,24.387282044476308,23.140816632995097,23.121605743146024,62.46584735652571,6.5011521438722255,105.3475266410422
Apple,25.63655789401212,22.456434784896818,23.394209682841883,21.914248858328584,59.23282039251784,6.534664668278956,99.9462469112275
Apple,25.682555397980227,22.938858759751888,24.214172070913783,22.177621577788397,59.005372616795874,6.368860422996604,107.53685752490006
Apple,25.22549788836831,25.243579359817232,23.07441580465714,22.385511184341794,58.89722519794818,6.578229801146622,92.79540495052106
Apple,26.668808473948747,24.532480103533572,23.13338314508123,21.90505190591007,57.65392881142013,6.480888300425124,95.11667664644638
Apple,25.23247586049207,22.553986727310743,23.81163384910007,22.63626281628137,62.055769884354646,6.700378478311593,99.90142596334971
Apple,24.207602286497693,22.98481075315593,24.376025478961456,22.296663419953504,58.42199476022021,6.337909318547064,108.71880282503878
Apple,23.079969639911518,21.77101102591687,22.54179959437967,22.596885535079295,61.24301582278091,6.600043075976944,94.02692930466468
Apple,25.64089625097538,23.62468286737659,24.270809582014078,22.77971835716216,60.05621410498013,6.533384310135766,110.19142522679778
Apple,23.704017771147544,21.692148149741058,23.511359311532665,21.67830319462331,58.11314332205007,6.3531304506980515,101.70404554855415
Apple,25.876685341461314,22.005648371542126,22.840608047328853,22.773162216938957,58.85430718384113,6.413491225659538,106.0041150657084
Apple,25.912456510694902,21.408699182315424,24.563448680398334,22.66337180986662,63.341612213406805,6.502649523668019,99.43709034334049
Apple,25.406168663944513,22.64453261700432,23.54695067642456,21.83058804519458,56.8217365288479,6.573957518946285,99.67631206785994
Apple,25.31300168754821,22.46182934061105,25.327506770695347,22.702575916817814,61.6839721090862,6.579691872107967,105.34619277089254
Apple,25.594558005128363,21.553273924288746,25.390920656799654,22.704395641056042,57.31257445904904,6.533481120110027,101.6724388073094
Apple,25.713798661794165,23.32381865041112,22.738188809248893,22.177273379575702,58.30182202267461,6.50128990309307,100.45153760614714
Apple,25.709377478048996,22.846534788817777,24.145709766772327,22.4122663180997,58.7570832539016,6.466148173624588,94.63818164524255
Apple,24.86632594211607,21.06485509503305,24.308410385346217,22.052189646308392,59.967820626783336,6.373308928898549,108.31643066538042
Apple,26.165633630447687,23.47543334683746,25.840660871574592,21.697265639923,58.07173032862146,6.617133652544524,86.44624040299378
Apple,23.88515487461868,23.594572874852613,26.253103825580084,21.948870973054145,60.50857934749793,6.216616690429448,95.37804810180904
Apple,24.561384466624894,24.5606118405849,24.468221620785332,21.99678287994273,60.231196906163696,6.464393765889161,99.33951723568671
Apple,24.2875609088847,22.3186515757151,24.109254199681597,22.41707005303911,61.29197564804997,6.630451298136822,97.55770546598404
Apple,25.04180340548684,22.33117806548176,23.531758072901045,22.533799695831593,59.71404820329083,6.376100236201685,104.76541453425052
Apple,25.12656691907279,24.529077172259218,23.825290805529352,21.612992439376804,64.13349265490542,6.288698662379137,102.79717462162002
Apple,24.585152391970542,24.042603599872045,24.261627996233322,22.881477490653246,60.05500042377602,6.188236067082059,96.68510168421977
Apple,24.411335233266808,24.311388552986603,24.83954099229474,21.446182004779942,61.06469434230367,6.6091308306675565,97.85606581289007
Apple,26.30122015692942,24.67525014324672,22.56681818577661,22.39043224432717,60.13611456960593,6.442987144085526,99.08615184370576
Apple,26.63397346000323,22.3306205556378,22.93995970522894,22.253879772302522,62.39977848823574,6.4492503808568244,99.82589449032632
Apple,24.779992376558422,23.521606697647986,25.385346015798476,22.342753987797728,55.67870679836137,6.364661937130651,101.73043390669206
Apple,25.3785061100019,22.909265407194276,23.2848906131861,21.56816958885596,58.57813547648188,6.422509467875575,104.1141297821674
Apple,25.02829954595918,22.293452587612922,23.573313212530586,22.55162214825105,59.65938219312089,6.417838885493677,104.27188211779753
Apple,25.060154556570687,26.01955029816799,25.166121179420188,22.021170734448265,59.35654041604416,6.679289994164497,104.42898628959301
Apple,24.268592957691293,21.208092254823065,22.724118133198573,22.34883544987756,64.10747231466665,6.5261148745855575,96.61141118193846
Apple,24.500910715817533,24.055678622325594,24.599902429886345,23.08723842153455,59.224957412430996,6.452337830974767,98.21988498285799
Apple,25.070005945632783,21.670372469898656,22.983246947639877,22.181691519255583,61.0783584468308,6.350579095978135,108.9013157466575
Apple,24.22758093755294,23.883547699249544,23.523761705268726,22.535096322911684,57.50503991729974,6.47655001964999,92.98272135331942
Apple,25.706351307526766,23.359399332454654,24.99486804304848,22.367164762698582,63.64709521184273,6.4369773066966225,100.29113885464767
Apple,26.870807692479143,23.88077551720501,24.154512639107995,21.851289053031834,61.1738146536732,6.437835038209788,114.72019365224693
Apple,26.923777326134473,24.62861857410279,24.64672146918205,21.912611541784727,58.25586996989233,6.43901086603425,101.75150047894066
Apple,24.699360269612036,22.127733926700394,22.464386891895572,22.597545508847745,61.43156973694447,6.670426158026715,99.6689738840328
Apple,24.16636965618652,23.119415161643843,24.70557961180512,21.43122797851033,56.23109705165486,6.461452647712037,102.63352456364679
Apple,25.420752700713493,23.06890160547849,23.758437956171598,21.74393453925881,64.36629936500998,6.569968001278556,98.8686977231714
Apple,25.25663652456277,21.942606014034173,24.38247122500207,22.514982503018594,60.588733833101294,6.688333006323953,93.6135223179611
Apple,25.260114387149578,22.40355275109099,22.205442102263493,22.675013682703028,59.49797237646377,6.514185439516026,102.34631702563776
Apple,24.787887902349613,22.89141939811123,22.66952315208326,22.857650820831758,62.50280542882978,6.497020548066651,95.1880340538059
Apple,24.304192429130797,23.154575525011175,23.619606326730672,22.11425189725997,60.487312224003865,6.534616110897523,98.04558287042205
Apple,23.684583702465403,23.71884877265289,23.616379211560748,22.307206049972155,57.02499290320779,6.337793326333612,95.68095417144116
Apple,25.35856371000289,24.215351943638534,23.707855396146137,22.111698862160985,62.026034515357665,6.674846562251012,96.38475621670993
